pid,hid,area_siz,gender,age_gr,age,mob_use,sns_use,freq_sns1,year
60830002,608300,2,2,6,53,1,2, ,2015
60830003,608300,2,2,8,81,2,2, ,2015
60840001,608400,2,1,7,64,1,2, ,2015
60840002,608400,2,2,6,58,1,2, ,2015
60850001,608500,2,2,7,64,1,2, ,2015
60860001,608600,2,1,8,88,1,2, ,2015
60860002,608600,2,2,8,80,2,2, ,2015
60870002,608700,2,2,8,86,1,2, ,2015
60880001,608800,2,2,8,81,1,2, ,2015
60890001,608900,2,1,8,71,1,2, ,2015
60890002,608900,2,2,7,69,1,2, ,2015
60900001,609000,2,2,8,82,1,2, ,2015
60920001,609200,2,2,8,81,1,2, ,2015
60930001,609300,2,1,6,55,1,2, ,2015
60930002,609300,2,2,6,54,1,2, ,2015
60930003,609300,2,2,4,33,1,1,12,2015
60940001,609400,2,1,6,51,1,2, ,2015
60940002,609400,2,2,6,54,1,2, ,2015
60940003,609400,2,2,4,31,1,1,12,2015
60950001,609500,2,1,8,88,1,2, ,2015
60950002,609500,2,2,8,83,2,2, ,2015
60960001,609600,2,1,8,74,1,2, ,2015
60960002,609600,2,2,8,71,1,2, ,2015
60970001,609700,2,1,7,65,1,2, ,2015
60970002,609700,2,2,7,66,1,2, ,2015
60980001,609800,2,1,8,73,1,2, ,2015
60980002,609800,2,2,8,72,1,2, ,2015
60990001,609900,2,1,8,78,1,2, ,2015
60990002,609900,2,2,8,74,1,2, ,2015
61010001,610100,2,1,8,79,1,2, ,2015
61010002,610100,2,2,8,75,2,2, ,2015
61020001,610200,2,1,6,59,1,2, ,2015
61020002,610200,2,2,6,56,1,2, ,2015
61030001,610300,2,1,8,74,1,2, ,2015
61030002,610300,2,2,8,70,2,2, ,2015
61050001,610500,2,1,6,55,1,2, ,2015
61050002,610500,2,2,6,53,2,2, ,2015
61050003,610500,2,1,3,29,1,1,16,2015
61060001,610600,2,1,6,55,1,2, ,2015
61060002,610600,2,2,6,53,1,2, ,2015
61070001,610700,2,1,8,73,1,2, ,2015
61070002,610700,2,2,7,67,2,2, ,2015
61070003,610700,2,1,4,36,1,2, ,2015
61090001,610900,2,1,5,41,1,2, ,2015
61090002,610900,2,2,3,29,1,1,17,2015
61090003,610900,2,2,7,61,1,2, ,2015
61100001,611000,2,1,8,73,1,2, ,2015
61100002,611000,2,2,6,58,1,2, ,2015
61110001,611100,2,1,7,63,1,2, ,2015
61110002,611100,2,2,4,39,1,2, ,2015
61110003,611100,2,2,1,9,1,2, ,2015
61130002,611300,2,2,7,63,1,2, ,2015
61140001,611400,2,2,8,78,1,2, ,2015
61150001,611500,2,2,8,74,1,2, ,2015
61170001,611700,2,2,8,72,1,2, ,2015
61180001,611800,2,2,8,73,1,2, ,2015
61190001,611900,2,1,8,70,1,2, ,2015
61190002,611900,2,2,8,70,2,2, ,2015
61200001,612000,2,2,4,33,1,2, ,2015
61200002,612000,2,1,6,52,1,2, ,2015
61200003,612000,2,1,2,12,1,2, ,2015
61200004,612000,2,1,1,9,2,2, ,2015
61210001,612100,2,1,8,79,1,2, ,2015
61210002,612100,2,2,8,80,1,2, ,2015
61220001,612200,2,2,8,85,1,2, ,2015
61230001,612300,2,1,7,68,1,2, ,2015
61230002,612300,2,2,7,66,1,2, ,2015
61240001,612400,2,1,8,81,2,2, ,2015
61240002,612400,2,2,8,74,1,2, ,2015
61240003,612400,2,1,5,43,1,2, ,2015
61240004,612400,2,2,5,40,1,2, ,2015
61250001,612500,2,1,8,88,2,2, ,2015
61250002,612500,2,2,8,78,1,2, ,2015
61260001,612600,2,1,8,83,1,2, ,2015
61260002,612600,2,2,8,80,2,2, ,2015
61270001,612700,2,1,7,69,1,2, ,2015
61270002,612700,2,2,7,64,2,2, ,2015
61280001,612800,2,1,8,74,1,2, ,2015
61280002,612800,2,2,8,71,2,2, ,2015
61290001,612900,2,1,6,51,1,2, ,2015
61300001,613000,2,1,7,65,1,2, ,2015
61300002,613000,2,2,7,62,1,2, ,2015
61310001,613100,1,1,6,55,1,1,12,2015
61310002,613100,1,2,6,53,1,2, ,2015
61330001,613300,1,1,7,63,1,2, ,2015
61330002,613300,1,2,6,59,1,2, ,2015
61340001,613400,1,1,8,76,1,2, ,2015
61340002,613400,1,2,7,69,1,2, ,2015
61350001,613500,1,1,8,83,1,2, ,2015
61350003,613500,1,1,6,54,1,1,12,2015
61350004,613500,1,2,6,50,1,1,12,2015
61350006,613500,1,1,3,24,1,1,1,2015
61360001,613600,1,1,8,77,1,2, ,2015
61360002,613600,1,2,7,68,2,2, ,2015
61370001,613700,1,1,5,48,1,2, ,2015
61370002,613700,1,2,5,45,1,2, ,2015
61370003,613700,1,2,2,17,1,1,1,2015
61370004,613700,1,2,2,15,1,1,1,2015
61370005,613700,1,2,2,11,2,2, ,2015
61380001,613800,1,1,4,37,1,1,1,2015
61380002,613800,1,2,4,36,1,1,1,2015
61390002,613900,1,2,7,65,1,2, ,2015
61390003,613900,1,1,4,36,1,1,12,2015
61400001,614000,1,1,4,38,1,1,1,2015
61400002,614000,1,2,4,36,1,1,1,2015
61400003,614000,1,1,2,10,2,2, ,2015
61400004,614000,1,2,1,7,2,2, ,2015
61410001,614100,2,1,6,55,1,2, ,2015
61410002,614100,2,2,6,54,1,2, ,2015
61420001,614200,2,1,7,66,1,2, ,2015
61420002,614200,2,2,7,64,1,2, ,2015
61430001,614300,2,1,8,75,1,2, ,2015
61430002,614300,2,2,8,72,1,2, ,2015
61440001,614400,2,1,7,64,1,2, ,2015
61440002,614400,2,2,6,59,1,2, ,2015
61470001,614700,2,1,7,65,1,2, ,2015
61470002,614700,2,2,5,48,1,2, ,2015
61480001,614800,2,1,8,70,1,2, ,2015
61480002,614800,2,2,7,69,1,2, ,2015
61490001,614900,2,2,8,84,1,2, ,2015
61490002,614900,2,2,7,64,1,2, ,2015
61490003,614900,2,1,7,61,1,2, ,2015
61500001,615000,2,1,7,62,1,2, ,2015
61500002,615000,2,2,6,51,1,2, ,2015
61510001,615100,2,2,7,67,1,2, ,2015
61520002,615200,2,2,8,86,1,2, ,2015
61530001,615300,2,1,8,72,1,2, ,2015
61530002,615300,2,2,7,62,1,2, ,2015
61540001,615400,1,1,7,62,1,2, ,2015
61540002,615400,1,2,6,57,1,2, ,2015
61540003,615400,1,1,3,27,1,1,1,2015
61550001,615500,2,2,8,83,2,2, ,2015
61560001,615600,2,1,8,71,1,2, ,2015
61560002,615600,2,2,7,66,2,2, ,2015
61570001,615700,2,1,8,72,1,2, ,2015
61570002,615700,2,2,7,67,1,2, ,2015
61570003,615700,2,2,8,96,2,2, ,2015
61580001,615800,2,1,6,57,1,2, ,2015
61580002,615800,2,2,6,53,1,2, ,2015
61580003,615800,2,2,3,22,1,1,1,2015
61610001,616100,2,1,7,67,1,2, ,2015
61610002,616100,2,2,7,65,2,2, ,2015
61610003,616100,2,2,8,85,2,2, ,2015
61620001,616200,2,1,7,65,1,2, ,2015
61620002,616200,2,2,7,66,2,2, ,2015
61620003,616200,2,1,4,38,1,2, ,2015
61630001,616300,2,1,7,66,1,2, ,2015
61630002,616300,2,2,8,70,1,2, ,2015
61640001,616400,2,1,8,77,1,2, ,2015
61670001,616700,2,1,8,75,1,2, ,2015
61670002,616700,2,2,8,73,2,2, ,2015
61680001,616800,2,1,8,70,1,2, ,2015
61680002,616800,2,2,7,60,2,2, ,2015
61690001,616900,2,1,8,75,1,2, ,2015
61690002,616900,2,2,8,72,1,2, ,2015
61710002,617100,2,2,8,75,1,2, ,2015
61720002,617200,2,2,6,56,1,2, ,2015
61730001,617300,2,2,8,75,1,2, ,2015
61730002,617300,2,1,2,13,2,2, ,2015
61730003,617300,2,1,2,12,2,2, ,2015
61740001,617400,2,2,8,76,1,2, ,2015
61750001,617500,2,2,8,78,2,2, ,2015
61750002,617500,2,2,6,54,1,2, ,2015
61760001,617600,2,2,5,42,1,2, ,2015
61770001,617700,2,2,6,54,1,2, ,2015
61770002,617700,2,2,3,23,1,1,2,2015
61780001,617800,2,1,8,91,2,2, ,2015
61790001,617900,2,2,8,82,2,2, ,2015
61800001,618000,2,1,7,65,1,2, ,2015
61800002,618000,2,2,7,61,1,2, ,2015
61800003,618000,2,2,8,85,2,2, ,2015
61810001,618100,2,1,8,70,1,2, ,2015
61810002,618100,2,2,7,68,1,2, ,2015
61810003,618100,2,2,3,28,1,1,2,2015
61820001,618200,2,1,7,67,1,2, ,2015
61820002,618200,2,2,7,69,2,2, ,2015
61820003,618200,2,2,8,85,2,2, ,2015
61830001,618300,1,2,5,40,1,2, ,2015
61830002,618300,1,2,2,16,1,1,12,2015
61830003,618300,1,1,2,15,1,1,12,2015
61840001,618400,2,1,7,66,1,2, ,2015
61840002,618400,2,2,7,61,1,2, ,2015
61850001,618500,2,1,6,57,1,2, ,2015
61850002,618500,2,2,6,54,1,2, ,2015
61860001,618600,2,2,7,67,1,2, ,2015
61870001,618700,2,1,7,64,1,2, ,2015
61870002,618700,2,2,7,61,1,2, ,2015
61880001,618800,2,2,7,63,1,2, ,2015
61880002,618800,2,1,5,41,1,2, ,2015
61890001,618900,2,1,7,64,1,2, ,2015
61890002,618900,2,2,7,63,1,2, ,2015
61900001,619000,2,1,5,49,1,2, ,2015
61900002,619000,2,2,5,48,1,2, ,2015
61900003,619000,2,1,2,17,1,1,1,2015
61910001,619100,2,1,6,55,1,2, ,2015
61910002,619100,2,2,4,33,1,1,12,2015
61920001,619200,2,1,8,76,2,2, ,2015
61920002,619200,2,2,8,71,1,2, ,2015
61930001,619300,2,1,8,80,1,2, ,2015
61930002,619300,2,2,8,77,2,2, ,2015
61930003,619300,2,1,5,48,1,2, ,2015
61940002,619400,1,2,8,74,2,2, ,2015
61950001,619500,2,1,8,78,1,2, ,2015
61950002,619500,2,2,6,51,1,1,12,2015
61950003,619500,2,2,8,97,2,2, ,2015
61960001,619600,1,2,8,83,1,2, ,2015
61970001,619700,1,2,8,94,1,2, ,2015
61980001,619800,1,2,3,27,1,1,12,2015
62000001,620000,1,2,8,81,1,2, ,2015
62030001,620300,1,1,8,84,1,2, ,2015
62030002,620300,1,2,8,81,1,2, ,2015
62040001,620400,1,2,8,79,1,2, ,2015
62050001,620500,1,1,5,43,1,1,12,2015
62060001,620600,1,1,5,45,1,1,12,2015
62060002,620600,1,2,4,38,1,1,12,2015
62070001,620700,1,2,8,83,1,2, ,2015
62070002,620700,1,1,6,58,1,1,12,2015
62070003,620700,1,1,4,32,1,1,2,2015
62080001,620800,1,1,6,57,1,1,2,2015
62080002,620800,1,2,6,55,1,1,12,2015
62080003,620800,1,1,4,30,1,1,12,2015
62080004,620800,1,2,3,26,1,1,1,2015
62090001,620900,1,1,6,52,1,1,12,2015
62090002,620900,1,2,6,53,1,1,12,2015
62090003,620900,1,2,8,92,2,2, ,2015
62090004,620900,1,1,3,28,1,1,12,2015
62090005,620900,1,1,3,27,1,1,12,2015
62100001,621000,1,1,5,41,1,1,12,2015
62100002,621000,1,2,5,41,1,1,2,2015
62110001,621100,1,1,6,52,1,1,2,2015
62110002,621100,1,2,5,45,1,1,12,2015
62110003,621100,1,2,3,21,1,1,2,2015
62110004,621100,1,2,3,20,1,1,12,2015
62120001,621200,1,2,6,56,1,1,12,2015
62120003,621200,1,1,4,35,1,1,2,2015
62130001,621300,1,1,4,37,1,1,2,2015
62130002,621300,1,2,4,36,1,1,12,2015
62140002,621400,1,2,5,48,1,2, ,2015
62150001,621500,1,1,5,42,1,1,12,2015
62150002,621500,1,2,5,41,1,1,12,2015
62150003,621500,1,2,2,11,1,1,12,2015
62150004,621500,1,2,1,9,2,2, ,2015
62160001,621600,1,1,5,44,1,1,16,2015
62160002,621600,1,2,4,39,1,1,12,2015
62170001,621700,1,2,8,71,1,2, ,2015
62190001,621900,1,1,4,34,1,1,16,2015
62190002,621900,1,2,4,34,1,1,12,2015
62200001,622000,1,1,7,63,1,1,2,2015
62200002,622000,1,2,6,59,1,2, ,2015
62230001,622300,1,1,6,52,1,1,16,2015
62230002,622300,1,2,6,52,1,1,16,2015
62230003,622300,1,1,3,26,1,1,16,2015
62230004,622300,1,2,3,25,1,1,2,2015
62240001,622400,1,1,6,50,1,1,16,2015
62240002,622400,1,2,5,47,1,1,12,2015
62240004,622400,1,2,2,19,1,1,2,2015
62240005,622400,1,1,2,17,1,1,2,2015
62240102,622401,1,2,3,22,1,1,2,2015
62250003,622500,1,2,8,70,1,2, ,2015
62250004,622500,1,1,8,82,1,2, ,2015
62260001,622600,1,1,5,41,1,1,16,2015
62260002,622600,1,2,3,24,1,1,2,2015
62270001,622700,1,1,5,49,1,2, ,2015
62270002,622700,1,2,3,24,1,1,2,2015
62270003,622700,1,2,3,21,1,1,2,2015
62280001,622800,1,1,6,53,1,2, ,2015
62290001,622900,1,2,3,29,1,1,12,2015
62310001,623100,1,2,3,28,1,1,2,2015
62320001,623200,1,2,6,50,1,1,12,2015
62320002,623200,1,1,3,29,1,1,2,2015
62320003,623200,1,1,3,26,1,1,16,2015
62330001,623300,1,1,3,26,1,1,12,2015
62340001,623400,1,2,4,31,1,1,2,2015
62340002,623400,1,2,3,29,1,1,12,2015
62350002,623500,1,2,8,81,2,2, ,2015
62360001,623600,1,1,5,41,1,1,12,2015
62360002,623600,1,2,4,37,1,1,12,2015
62360003,623600,1,1,2,13,1,2, ,2015
62370001,623700,1,2,6,56,1,2, ,2015
62370002,623700,1,1,4,32,1,1,12,2015
62380001,623800,1,1,5,40,1,1,2,2015
62410002,624100,1,2,6,57,1,2, ,2015
62430002,624300,1,2,6,52,1,2, ,2015
62440001,624400,1,1,5,47,1,2, ,2015
62450001,624500,1,1,5,41,1,2, ,2015
62450002,624500,1,2,5,41,1,2, ,2015
62450003,624500,1,1,2,13,1,2, ,2015
62450004,624500,1,2,2,11,1,2, ,2015
62460001,624600,1,1,8,76,2,2, ,2015
62460002,624600,1,2,8,73,2,2, ,2015
62470001,624700,1,2,7,67,1,2, ,2015
62470002,624700,1,2,3,21,1,1,12,2015
62480001,624800,1,1,7,67,1,2, ,2015
62480002,624800,1,2,7,63,1,1,12,2015
62490001,624900,1,2,7,65,1,2, ,2015
62500001,625000,1,1,6,59,1,1,12,2015
62500002,625000,1,2,6,56,1,1,12,2015
62510001,625100,1,1,7,63,1,2, ,2015
62510002,625100,1,2,7,62,1,2, ,2015
62520001,625200,1,1,8,75,1,2, ,2015
62520002,625200,1,2,7,69,1,2, ,2015
62530002,625300,1,1,7,64,1,2, ,2015
62540001,625400,1,1,8,70,1,2, ,2015
62540002,625400,1,2,7,68,1,2, ,2015
62550002,625500,1,2,4,33,1,1,12,2015
62560001,625600,1,1,6,50,1,1,12,2015
62560002,625600,1,2,5,42,1,1,12,2015
62560003,625600,1,1,2,13,1,1,12,2015
62560004,625600,1,2,7,68,1,2, ,2015
62570001,625700,1,1,5,40,1,1,12,2015
62570002,625700,1,2,7,66,1,2, ,2015
62590001,625900,1,1,5,48,1,2, ,2015
62590002,625900,1,2,5,45,1,1,12,2015
62590003,625900,1,1,2,18,1,1,12,2015
62590004,625900,1,1,2,16,1,1,12,2015
62600001,626000,1,1,5,46,1,1,12,2015
62600002,626000,1,2,5,41,1,1,12,2015
62600003,626000,1,1,2,11,2,2, ,2015
62600004,626000,1,1,2,11,2,2, ,2015
62610001,626100,1,1,4,39,1,1,12,2015
62610002,626100,1,1,8,76,1,2, ,2015
62610003,626100,1,2,4,35,1,1,12,2015
62610004,626100,1,1,2,12,1,1,12,2015
62610005,626100,1,2,1,8,1,2, ,2015
62620001,626200,1,1,6,55,1,1,12,2015
62620002,626200,1,2,5,46,1,1,1,2015
62620003,626200,1,1,3,24,1,1,12,2015
62620004,626200,1,1,2,19,1,1,2,2015
62630001,626300,1,1,6,51,1,1,12,2015
62630002,626300,1,2,6,50,1,1,12,2015
62630003,626300,1,2,3,23,1,1,12,2015
62630004,626300,1,1,2,18,2,2, ,2015
62640001,626400,2,1,5,45,1,1,12,2015
62640002,626400,2,2,5,44,1,1,12,2015
62640003,626400,2,2,2,12,1,1,12,2015
62660001,626600,1,1,7,63,1,2, ,2015
62660002,626600,1,2,7,63,1,2, ,2015
62670001,626700,1,2,8,87,2,2, ,2015
62680004,626800,1,2,8,88,1,2, ,2015
62690001,626900,1,1,7,60,1,2, ,2015
62690002,626900,1,2,6,59,1,2, ,2015
62700001,627000,1,1,8,71,1,2, ,2015
62700002,627000,1,2,7,62,1,2, ,2015
62700003,627000,1,1,4,34,1,1,12,2015
62710001,627100,1,1,8,79,1,2, ,2015
62710002,627100,1,2,8,76,1,2, ,2015
62710003,627100,1,1,5,43,1,1,12,2015
62720001,627200,1,1,7,69,1,2, ,2015
62720002,627200,1,2,7,62,1,2, ,2015
62730001,627300,1,1,6,58,1,2, ,2015
62730002,627300,1,2,6,58,1,2, ,2015
62730004,627300,1,1,4,31,1,1,12,2015
62730101,627301,1,1,4,32,1,1,12,2015
62740001,627400,1,1,7,61,1,1,12,2015
62740002,627400,1,2,6,58,1,2, ,2015
62740003,627400,1,2,8,81,2,2, ,2015
62740004,627400,1,2,3,29,1,1,12,2015
62740005,627400,1,1,3,25,1,1,12,2015
62750001,627500,1,1,8,71,1,2, ,2015
62750002,627500,1,2,8,70,1,2, ,2015
62760001,627600,1,1,8,72,1,2, ,2015
62760002,627600,1,2,8,70,1,2, ,2015
62770001,627700,1,1,3,27,1,1,12,2015
62770002,627700,1,2,4,33,1,1,12,2015
62770003,627700,1,2,1,7,2,2, ,2015
62780002,627800,1,2,6,59,1,2, ,2015
62790001,627900,1,2,8,72,1,2, ,2015
62790002,627900,1,1,5,42,1,1,12,2015
62790003,627900,1,1,3,27,1,1,12,2015
62800001,628000,1,1,7,67,1,2, ,2015
62800002,628000,1,2,7,69,1,2, ,2015
62800003,628000,1,1,4,39,1,1,2,2015
62810001,628100,1,2,7,67,1,2, ,2015
62810002,628100,1,2,3,25,1,1,12,2015
62820001,628200,1,2,8,81,1,2, ,2015
62830001,628300,1,1,8,71,1,2, ,2015
62830002,628300,1,2,7,66,1,2, ,2015
62830003,628300,1,1,5,43,1,1,12,2015
62840003,628400,1,2,5,42,1,1,2,2015
62850001,628500,1,1,4,34,1,1,2,2015
62850002,628500,1,2,5,40,1,1,2,2015
62860001,628600,1,1,8,76,1,2, ,2015
62860002,628600,1,2,7,69,1,2, ,2015
62870001,628700,1,1,4,38,1,1,16,2015
62870002,628700,1,2,4,36,1,1,16,2015
62870004,628700,1,1,1,7,2,2, ,2015
62880001,628800,1,1,8,75,1,2, ,2015
62880002,628800,1,2,7,69,1,2, ,2015
62890001,628900,1,1,4,35,1,1,12,2015
62890002,628900,1,2,3,27,1,1,12,2015
62890003,628900,1,2,1,6,2,2, ,2015
62910002,629100,1,2,4,31,1,1,2,2015
62910003,629100,1,1,3,27,1,1,2,2015
62920002,629200,1,2,4,35,1,2, ,2015
62930002,629300,1,2,6,56,1,2, ,2015
62940001,629400,1,1,7,63,1,2, ,2015
62940002,629400,1,1,8,92,1,2, ,2015
62950001,629500,1,2,7,61,1,1,12,2015
62960002,629600,1,2,8,73,2,2, ,2015
62970001,629700,1,1,7,68,1,2, ,2015
62970002,629700,1,2,7,63,1,2, ,2015
62980001,629800,1,2,7,68,1,2, ,2015
62980002,629800,1,2,6,50,1,1,16,2015
62980003,629800,1,1,6,53,1,1,16,2015
62980004,629800,1,2,2,19,1,1,2,2015
62980005,629800,1,2,2,16,1,1,2,2015
62990001,629900,1,1,7,66,1,2, ,2015
62990002,629900,1,2,7,62,1,2, ,2015
63000001,630000,1,1,7,68,1,1,16,2015
63000002,630000,1,2,7,68,1,2, ,2015
63000003,630000,1,2,8,84,2,2, ,2015
63010001,630100,1,1,6,59,1,2, ,2015
63010002,630100,1,2,6,56,1,2, ,2015
63010004,630100,1,1,3,28,1,1,2,2015
63020001,630200,1,1,6,56,1,1,16,2015
63020002,630200,1,2,6,54,1,1,16,2015
63030002,630300,1,2,8,81,1,2, ,2015
63040001,630400,1,1,6,58,1,2, ,2015
63040002,630400,1,2,6,53,1,2, ,2015
63040003,630400,1,2,3,28,1,1,12,2015
63040004,630400,1,1,3,26,1,1,2,2015
63050002,630500,1,2,6,51,1,2, ,2015
63060001,630600,1,1,6,53,1,2, ,2015
63060002,630600,1,2,6,52,1,2, ,2015
63060003,630600,1,2,3,26,1,1,1,2015
63060004,630600,1,2,3,24,1,1,1,2015
63070001,630700,1,1,4,32,1,1,1,2015
63070002,630700,1,2,4,32,1,1,1,2015
63090001,630900,1,1,5,49,1,2, ,2015
63090002,630900,1,2,5,49,1,2, ,2015
63090003,630900,1,1,3,21,1,1,1,2015
63100001,631000,1,1,8,76,1,2, ,2015
63100002,631000,1,2,8,73,1,2, ,2015
63120002,631200,1,2,8,80,1,2, ,2015
63150001,631500,1,1,6,57,1,2, ,2015
63150002,631500,1,2,6,54,1,2, ,2015
63150004,631500,1,1,3,24,1,1,1,2015
63160001,631600,1,1,8,71,1,2, ,2015
63160002,631600,1,2,7,63,1,2, ,2015
63180001,631800,1,1,4,36,1,1,2,2015
63190001,631900,1,1,7,62,1,2, ,2015
63190002,631900,1,2,6,56,1,2, ,2015
63200001,632000,1,1,5,43,1,1,12,2015
63200002,632000,1,2,5,41,1,2, ,2015
63200003,632000,1,2,2,12,1,2, ,2015
63210001,632100,1,1,4,34,1,1,12,2015
63210002,632100,1,2,4,35,1,1,12,2015
63230001,632300,1,1,7,62,1,2, ,2015
63230002,632300,1,2,6,58,1,2, ,2015
63230003,632300,1,2,4,30,1,1,12,2015
63230101,632301,1,1,3,25,1,1,2,2015
63240002,632400,1,2,5,48,1,1,12,2015
63250001,632500,1,1,7,68,1,2, ,2015
63250002,632500,1,2,7,66,1,2, ,2015
63280001,632800,1,1,8,75,1,2, ,2015
63280002,632800,1,2,8,73,1,2, ,2015
63290001,632900,1,1,7,62,1,1,12,2015
63290002,632900,1,2,7,63,1,1,12,2015
63300001,633000,1,1,6,55,1,1,12,2015
63300002,633000,1,2,6,51,1,1,12,2015
63300003,633000,1,2,3,24,1,1,2,2015
63320001,633200,1,1,8,77,1,2, ,2015
63320002,633200,1,2,7,69,1,2, ,2015
63330001,633300,1,1,6,53,1,1,12,2015
63330002,633300,1,2,6,50,1,1,12,2015
63340001,633400,1,1,6,52,1,1,12,2015
63340002,633400,1,2,5,47,1,1,12,2015
63340003,633400,1,2,3,22,1,1,12,2015
63340004,633400,1,1,2,18,1,1,2,2015
63350001,633500,1,1,8,73,1,2, ,2015
63350002,633500,1,2,7,65,1,2, ,2015
63360002,633600,2,2,8,71,2,2, ,2015
63370001,633700,2,1,8,75,2,2, ,2015
63370002,633700,2,2,8,73,1,2, ,2015
63380001,633800,2,1,5,47,1,2, ,2015
63380002,633800,2,2,8,71,1,2, ,2015
63390001,633900,2,1,7,65,1,2, ,2015
63390002,633900,2,2,6,56,1,2, ,2015
63390003,633900,2,2,3,29,1,1,12,2015
63400001,634000,2,1,8,85,1,2, ,2015
63400002,634000,2,2,8,81,2,2, ,2015
63410001,634100,1,1,7,62,1,2, ,2015
63410002,634100,1,2,7,62,1,2, ,2015
63420001,634200,2,1,5,45,1,1,1,2015
63420002,634200,2,2,5,45,1,1,1,2015
63420003,634200,2,1,2,16,1,1,12,2015
63420004,634200,2,2,2,14,1,1,2,2015
63420005,634200,2,1,8,71,1,2, ,2015
63430001,634300,2,1,4,35,1,1,12,2015
63430002,634300,2,2,6,56,1,2, ,2015
63430003,634300,2,2,4,31,1,1,12,2015
63430004,634300,2,1,2,10,2,2, ,2015
63430005,634300,2,2,1,7,2,2, ,2015
63440001,634400,2,1,6,56,1,1,12,2015
63440002,634400,2,2,6,54,1,2, ,2015
63440003,634400,2,1,4,31,1,1,1,2015
63440004,634400,2,1,3,29,1,1,1,2015
63450001,634500,2,1,6,54,1,2, ,2015
63450002,634500,2,2,6,52,1,1,12,2015
63450004,634500,2,1,3,25,1,1,12,2015
63460001,634600,2,2,8,92,2,2, ,2015
63480001,634800,2,2,8,81,2,2, ,2015
63490002,634900,2,2,8,73,1,2, ,2015
63500001,635000,2,2,8,70,1,2, ,2015
63510001,635100,2,2,7,65,1,2, ,2015
63510002,635100,2,1,2,14,2,2, ,2015
63520001,635200,2,2,8,74,1,2, ,2015
63530001,635300,2,1,5,42,1,1,12,2015
63530002,635300,2,1,8,78,2,2, ,2015
63530003,635300,2,2,7,69,2,2, ,2015
63530004,635300,2,2,2,18,1,1,2,2015
63530005,635300,2,2,2,16,2,2, ,2015
63540001,635400,2,1,6,57,1,2, ,2015
63550002,635500,2,2,8,70,1,2, ,2015
63560001,635600,2,1,8,74,1,2, ,2015
63560002,635600,2,2,8,71,1,2, ,2015
63570001,635700,2,1,6,56,1,2, ,2015
63570002,635700,2,2,6,50,1,2, ,2015
63570003,635700,2,2,2,15,1,1,12,2015
63580001,635800,2,1,6,51,1,2, ,2015
63580002,635800,2,2,8,76,1,2, ,2015
63580003,635800,2,2,6,51,1,2, ,2015
63590001,635900,2,1,6,54,1,2, ,2015
63590002,635900,2,2,6,51,1,2, ,2015
63590003,635900,2,2,8,76,2,2, ,2015
63600001,636000,2,1,8,71,1,2, ,2015
63600002,636000,2,2,7,61,1,2, ,2015
63600003,636000,2,2,8,87,2,2, ,2015
63610001,636100,2,2,7,67,1,2, ,2015
63620002,636200,2,1,4,35,1,1,2,2015
63630001,636300,2,1,5,44,1,1,12,2015
63630002,636300,2,2,5,43,1,1,12,2015
63630003,636300,2,2,2,12,1,1,12,2015
63640001,636400,2,1,5,48,1,1,2,2015
63640002,636400,2,2,4,38,1,1,12,2015
63640003,636400,2,1,2,15,1,1,12,2015
63640004,636400,2,1,2,12,1,1,12,2015
63650002,636500,2,2,5,42,1,1,12,2015
63700001,637000,1,1,5,43,1,1,1,2015
63700002,637000,1,2,5,41,1,1,1,2015
63700003,637000,1,2,2,12,1,1,12,2015
63700004,637000,1,2,2,11,1,1,2,2015
63700005,637000,1,2,1,8,2,2, ,2015
63700006,637000,1,1,1,7,2,2, ,2015
63710001,637100,1,1,5,47,1,1,12,2015
63710002,637100,1,2,5,46,1,1,2,2015
63710003,637100,1,2,2,18,1,1,12,2015
63710004,637100,1,2,2,16,1,1,12,2015
63720001,637200,1,1,6,50,1,1,12,2015
63720002,637200,1,2,6,50,1,1,12,2015
63720003,637200,1,2,2,13,1,1,12,2015
63720004,637200,1,1,2,10,1,1,12,2015
63740001,637400,1,1,6,50,1,1,12,2015
63740002,637400,1,2,5,45,1,1,12,2015
63740003,637400,1,1,2,11,2,2, ,2015
63740004,637400,1,2,2,10,2,2, ,2015
63740005,637400,1,1,1,8,2,2, ,2015
63750001,637500,2,1,5,42,1,1,12,2015
63750002,637500,2,2,4,37,1,1,12,2015
63750003,637500,2,1,2,10,1,1,12,2015
63750004,637500,2,2,1,8,1,1,12,2015
63780001,637800,2,1,5,40,1,1,12,2015
63780002,637800,2,2,4,36,1,1,12,2015
63790001,637900,1,1,6,55,1,1,12,2015
63790002,637900,1,2,6,54,1,1,12,2015
63790003,637900,1,2,3,22,1,1,2,2015
63790004,637900,1,1,2,17,1,1,2,2015
63800001,638000,1,1,4,32,1,1,12,2015
63800002,638000,1,2,4,35,1,1,12,2015
63800003,638000,1,2,2,13,1,1,12,2015
63800004,638000,1,1,2,11,1,1,12,2015
63800005,638000,1,1,6,55,1,1,2,2015
63800006,638000,1,2,6,50,1,1,12,2015
63800007,638000,1,1,1,7,1,1,12,2015
63810001,638100,2,1,4,39,1,1,16,2015
63810002,638100,2,2,4,35,1,1,2,2015
63810003,638100,2,1,1,8,1,2, ,2015
63810004,638100,2,1,1,6,2,2, ,2015
63820001,638200,2,1,4,36,1,1,16,2015
63820002,638200,2,2,4,33,1,1,12,2015
63820003,638200,2,1,1,7,2,2, ,2015
