pid,hid,area,area_siz,hhld_siz,fly_typ,gender,byear,age_gr,age,marry,income_gr,job,job_type,job_etc,mob_use,mob_num,mob_csp,mob_dev,c01,c01_gr,c02,c02_gr,c03,c03_gr,c04,c04_gr,c05,c05_gr,app_pay,appin_pay,app_num,app_num_gr,appin_num,appin_gr,c06,c06_gr,freq_app1,freq_app2,freq_app3,sns_use,freq_sns1,freq_sns2,freq_sns3,cmt_board,wt_board,wt_news,rating,wt_wiki,wt_sns,rating_sns,sns_read,sns_write,sns_share,sns_eng,sns_priv,news_med1,news_med2,news_med3,news_plat1,news_plat2,news_plat3,channel,shop,shop_dev,shop_pay
54380001,543800,14,1,3,3,2,1937,8,82,3,2,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54390001,543900,14,1,1,1,2,1939,8,80,3,2,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54420001,544200,14,2,1,1,2,1945,8,74,3,3,2, ,2,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54460001,544600,14,2,1,1,2,1942,8,77,3,3,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54470001,544700,14,2,2,2,1,1942,8,77,2,6,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54470002,544700,14,2,2,2,2,1952,7,67,2,3,1,4, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54500001,545000,14,1,1,1,2,1933,8,86,3,2,1,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54510001,545100,14,1,2,2,1,1933,8,86,2,4,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54510002,545100,14,1,2,2,2,1936,8,83,2,3,1,4, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54520001,545200,14,1,2,2,1,1936,8,83,2,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54520002,545200,14,1,2,2,2,1944,8,75,2,2,1,4, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54530001,545300,14,1,2,3,2,1928,8,91,3,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54530002,545300,14,1,2,3,2,1963,6,56,4,2,1,2, ,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,1,6,14,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54540002,545400,14,1,1,1,2,1943,8,76,3,3,1,4, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54550001,545500,14,1,1,1,2,1937,8,82,3,3,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54560001,545600,14,1,2,2,1,1944,8,75,2,2,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54560002,545600,14,1,2,2,2,1946,8,73,2,3,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54570001,545700,14,1,3,5,1,1958,7,61,2,7,1,3, ,1,1,2,6, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54570002,545700,14,1,3,5,2,1961,6,58,2,3,1,4, ,1,1,1,6, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
54570003,545700,14,1,3,5,2,1934,8,85,3,2,2, ,4,2, , , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54580002,545800,14,1,1,1,2,1956,7,63,3,3,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54590001,545900,14,1,3,3,1,1965,6,54,2,11,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,8, , , 
54590002,545900,14,1,3,3,2,1970,5,49,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,9,6,4,2, , , ,3,3,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
54600001,546000,14,1,3,3,1,1965,6,54,2,10,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,1,1,3
54600002,546000,14,1,3,3,2,1968,6,51,2,5,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,19,11,1,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7,1,1,3
54600003,546000,14,1,3,3,1,1996,3,23,1,1,2, ,4,1,1,1,1, , , , ,0,1, , , , ,2,2, , , , , , ,17,3,1,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54600004,546000,14,1,3,3,1,2000,2,19,1,1,2, ,1,1,1,1,3, , , , ,6,2, , , , ,2,2, , , , , , ,17,3,1,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54610001,546100,14,1,3,3,1,1947,8,72,2,3,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,9,17,6,2, , , ,1,1,1,1,1,1,1, , , , , ,1,2, ,1,3, ,7,2, , 
54610002,546100,14,1,3,3,2,1952,7,67,2,1,1,4, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54610003,546100,14,1,3,3,1,1980,4,39,1,8,1,1, ,1,1,3,1, , ,10,3,5,2, , ,100,8,2,2, , , , , , ,5,17,3,1,23,2,12,1,1,1,1,1,1,1,7,7,7,7,2,4,3,2,3,3,3,3,1,1,3
54620001,546200,14,1,3,3,1,1973,5,46,2,8,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54620002,546200,14,1,3,3,2,1973,5,46,2,2,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,5,3,18,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54620003,546200,14,1,3,3,1,1999,3,20,1,1,2, ,4,1,1,2,3, , , , , , , , , , ,2,2, , , , , , , , , ,1,2,15, ,1,1,1,1,1,3,3,1,6,7,7,2, , , , , , ,1,1,1,3
54620004,546200,14,1,3,3,2,2001,2,18,1,1,2, ,1,1,1,2,3, , , , , , , , , , ,2,2, , , , , , ,5,3,10,1,2,15, ,1,1,1,1,1,3,3,7,7,7,7,2, , , , , , ,7, , , 
54630001,546300,14,2,1,1,2,1947,8,72,3,3,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54640001,546400,14,2,1,1,2,1946,8,73,3,2,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54650001,546500,14,2,1,1,2,1936,8,83,3,3,2, ,2,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54660001,546600,14,2,1,1,2,1939,8,80,3,3,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54670001,546700,14,2,2,2,1,1951,7,68,2,5,1,3, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
54670002,546700,14,2,2,2,2,1957,7,62,2,1,1,4, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
54690001,546900,14,2,2,2,1,1952,7,67,2,6,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54690002,546900,14,2,2,2,2,1957,7,62,2,1,1,4, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,5,3, ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,2,2, , 
54700002,547000,14,2,2,2,2,1944,8,75,3,2,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54710001,547100,14,1,2,3,1,1971,5,48,1,5,1,3, ,1,1,1,2, , , , , , , , , , ,2,2, , , , , , ,3,1,19,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1
54710002,547100,14,1,2,3,2,1944,8,75,3,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
54720002,547200,14,1,1,1,2,1950,7,69,3,4,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
54730001,547300,14,1,1,1,1,1941,8,78,3,3,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54740001,547400,14,1,1,1,2,1944,8,75,3,2,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54770001,547700,14,1,3,3,1,1972,5,47,2,6,1,3, ,1,1,2,3, , , , , , , , , , ,2,2, , , , , , ,9,11,19,2, , , ,1,1,1,1,1,1,1, , , , , ,1,2,3,1,3,3,7, , , 
54770002,547700,14,1,3,3,2,1975,5,44,2,8,1,1, ,1,1,2,3, , , , , , ,8,2, , ,2,1, , ,1,1,55,8,11,19,10,1,2,23,22,3,2,1,1,1,1,1,4,7,7,8,2,3,2, ,3,4, ,1,1,1,2
54780001,547800,14,1,2,2,1,1956,7,63,2,8,1,3, ,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,9,17,11,2, , , ,1,1,1,1,1,1,1, , , , , ,2,3, ,3,3, ,7, , , 
54780002,547800,14,1,2,2,2,1960,6,59,2,6,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,18,11,6,1,16, , ,1,1,1,1,1,1,1,5,5,5,4,2,3, , ,3, , ,1,2, , 
54790001,547900,14,1,2,2,1,1931,8,88,2,1,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54790002,547900,14,1,2,2,2,1938,8,81,2,1,2, ,2,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54800001,548000,14,1,1,1,2,1943,8,76,3,2,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54810002,548100,14,1,3,3,1,1961,6,58,2,1,2, ,4,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,3,9,19,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54810003,548100,14,1,3,3,2,1962,6,57,2,4,1,1, ,1,1,3,1, , , , , , , , , , ,2,2, , , , , , , , , ,1,2,15,23,1,1,1,1,1,1,1,1,1,9,7,2, , , , , , ,8,1,1,4
54810004,548100,14,1,3,3,2,1994,3,25,1,5,1,1, ,1,1,3,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,16,10,17,1,15, , ,1,1,1,1,1,1,3,6,5,5,5,2, , , , , , ,2,1,1,2
54810005,548100,14,1,3,3,1,1998,3,21,1,1,2, ,4,1,1,2,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,3,17,16,1,23, , ,1,1,1,1,1,1,1,7,7,7,7,1, , , , , , ,7, , , 
54820001,548200,14,1,2,2,1,1948,8,71,2,4,1,3, ,1,1,4,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54820002,548200,14,1,2,2,2,1952,7,67,2,1,2, ,2,1,1,4,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54830001,548300,14,1,2,2,1,1943,8,76,2,4,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54830002,548300,14,1,2,2,2,1945,8,74,2,1,1,4, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54840001,548400,14,1,2,3,2,1967,6,52,2,6,1,1, ,1,1,3,2, , ,3,1, , , , , , ,2,2, , , , , , ,4,8,19,1,12, , ,1,1,1,1,1,1,1,7,8,9,8,3,2,3,4,2,3,3,1,1,1,2
54840002,548400,14,1,2,3,2,2000,2,19,1,2,2, ,1,1,1,3,3, , , , ,3,1,12,3, , ,1,2,2,1, , ,12,3,11,10,18,1,15,2,1,5,4,1,4,1,5,4,1,4,4,1,2, , , , , , ,1, , , 
54850001,548500,14,1,2,2,1,1950,7,69,2,5,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
54850002,548500,14,1,2,2,2,1952,7,67,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
54860001,548600,14,1,3,4,1,1946,8,73,2,5,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54860002,548600,14,1,3,4,2,1941,8,78,2,1,1,4, ,1,1,1,2, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54860003,548600,14,1,3,4,1,1967,6,52,4,6,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,3,11,1,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1
54860004,548600,14,1,3,4,1,2006,2,13,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,3,1,10,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54870001,548700,14,1,2,2,1,1950,7,69,2,2,1,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54870002,548700,14,1,2,2,2,1953,7,66,2,1,1,4, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
54880001,548800,14,1,3,3,1,1961,6,58,2,10,1,3, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,6,9, ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1
54880002,548800,14,1,3,3,2,1963,6,56,2,1,1,4, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,6,19,8,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
54880003,548800,14,1,3,3,2,1996,3,23,1,6,1,1, ,1,1,2,3, , , , , , ,8,2, , ,2,2, , , , , , ,16,1,11,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1
54890001,548900,14,1,3,4,2,1946,8,73,3,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
54890002,548900,14,1,3,4,1,1973,5,46,4,7,1,3, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
54890003,548900,14,1,3,4,2,2001,2,18,1,3,1,1, ,1,1,3,2, , , , , , ,8,2, , ,2,2, , , , , , ,11,1,19,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,2,1,1,3
54900001,549000,14,1,2,2,1,1951,7,68,2,8,1,3, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,19,6, ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,3,1
54900002,549000,14,1,2,2,2,1951,7,68,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
54910001,549100,14,1,1,1,1,1922,8,97,3,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
54920001,549200,14,1,1,1,2,1940,8,79,3,2,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
54940001,549400,14,1,2,2,1,1940,8,79,2,4,1,2, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,1, , ,1, , ,6, , , 
54940002,549400,14,1,2,2,2,1946,8,73,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,1, , ,1, , ,6, , , 
54960001,549600,14,1,3,3,1,1962,6,57,2,5,1,3, ,1,1,2,1,10,3, , , , , , , , ,2,2, , , , , , ,18,8,1,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,3,1
54960002,549600,14,1,3,3,2,1964,6,55,2,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,18,5,9,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,2,1,3,1
54960003,549600,14,1,3,3,1,1995,3,24,1,7,1,1, ,1,1,2,1, , ,5,2,14,3, , , , ,1,2,1,1, , ,2,1,17,19,8,1,23, , ,2,2,1,3,1,1,1,4,8,9,4,1, , , , , , ,8,1,1,1
54960004,549600,14,1,3,3,2,1991,3,28,1,6,1,1, ,1,1,2,1,80,8,5,2, , ,5,2, , ,2,1, , ,2,1,5,2,10,1,16,1,1, , ,1,1,1,1,1,6,6,1,1,1,1,2,4,4, ,3,4, ,5,1,1,4
54970001,549700,14,2,2,2,1,1942,8,77,2,2,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54970002,549700,14,2,2,2,2,1945,8,74,2,3,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
54980002,549800,14,2,2,3,2,1944,8,75,3,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55000001,550000,14,1,3,3,1,1970,5,49,2,7,1,3, ,1,1,2,2, , , , ,0,1, , , , ,2,2, , , , , , ,9,17,5,1,16,12,2,6,5,1,3,1,6,4,1,3,3,4,1,2,3,1,3,4,1,3,1,1,1
55000002,550000,14,1,3,3,2,1971,5,48,2,6,1,3, ,1,1,3,2, , , , ,9,2,10,3, , ,2,2, , , , , , ,11,3,10,1,16,22,15,1,3,1,1,1,2,2,1,8,8,7,2,2,4, ,3,3, ,1,1,3,2
55000004,550000,14,1,3,3,1,2001,2,18,1,1,2, ,1,1,1,2,2, , , , , , , , , , ,2,1, , ,1,1,5,2,10,17,11,1,2,23,15,1,1,1,1,1,6,6,1,6,6,1,1, , , , , , ,1, , , 
55020001,550200,14,2,2,2,1,1940,8,79,2,4,1,3, ,1,1,1,6, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55020002,550200,14,2,2,2,2,1942,8,77,2,2,1,4, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55040001,550400,14,1,3,3,2,1967,6,52,4,4,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19, ,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7,2, , 
55050001,550500,14,1,1,1,2,1932,8,87,3,2,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55060001,550600,14,1,2,2,1,1936,8,83,2,2,2, ,4,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55060002,550600,14,1,2,2,2,1935,8,84,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55070001,550700,14,1,1,1,2,1958,7,61,3,4,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55090001,550900,14,1,3,3,1,1948,8,71,2,4,2, ,4,1,1,2,2, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55090002,550900,14,1,3,3,2,1953,7,66,4,2,2, ,2,1,1,3,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55100001,551000,3,1,3,3,1,1964,6,55,2,12,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
55100002,551000,3,1,3,3,2,1970,5,49,2,6,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1, , , 
55100003,551000,3,1,3,3,1,1996,3,23,1,4,1,4, ,1,1,2,1,0,1,0,1,20,5,0,1,0,1,1,2,10,3, , ,700,8,10,11,3,1,23,2,12,1,1,1,1,1,1,1,5,5,5,1,2, , , , , , ,5, , , 
55100004,551000,3,1,3,3,2,1997,3,22,1,4,2, ,1,1,1,2,3,0,1,0,1,0,1,0,1,0,1,1,2,6,2, , ,12,3,11,10,16,1,2,15,23,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,5, , , 
55120002,551200,14,1,2,2,2,1948,8,71,2,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
55130001,551300,14,1,3,3,1,1963,6,56,2,8,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,19,9,5,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,1, , , 
55130002,551300,14,1,3,3,2,1968,6,51,2,5,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,19,18,2, , , ,6,4,1,1,1,1,1, , , , , ,3,2, ,3,3, ,1, , , 
55140001,551400,14,1,3,3,1,1978,5,41,2,8,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,2, , ,3, , ,1,1,3,1
55140002,551400,14,1,3,3,2,1973,5,46,2,1,2, ,2,1,1,4,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,2, , ,3, , ,1,2, , 
55140003,551400,14,1,3,3,2,2010,1,9,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , , , , , 
55150001,551500,14,1,3,4,1,1974,5,45,2,8,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,3,17,9,1,16,12,23,1,1,1,1,1,1,1,7,9,9,9,3,2,3,4,3,2,3,2,1,1,5
55150002,551500,14,1,3,4,2,1978,5,41,2,3,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,10,18,3,1,12,16,3,3,1,1,1,1,1,1,8,9,9,9,2, , , , , , ,4,1,1,2
55150003,551500,14,1,3,4,2,2006,2,13,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,10,1,15,12,16,1,1,1,1,1,1,1,1,4,1,1,2, , , , , , ,6, , , 
55150005,551500,14,1,3,4,2,1952,7,67,3,1,2, ,2,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
55160001,551600,14,1,2,2,1,1942,8,77,2,3,2, ,3,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55160002,551600,14,1,2,2,2,1949,8,70,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
55180002,551800,14,1,3,3,2,1966,6,53,3,4,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,4,3,18,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,1,1,2
55180003,551800,14,1,3,3,2,1999,3,20,1,2,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,4,16,10,1,2,1,15,1,1,1,4,1,4,4,1,4,4,4,2, , , , , , ,7,1,1,2
55180004,551800,14,1,3,3,2,2003,2,16,1,1,2, ,1,1,1,1,3, , , , , , , , , , ,2,2, , , , , , ,5,18,10,1,2,15,23,1,1,1,3,1,1,5,4,5,1,4,2, , , , , , ,4,1,1,2
55200001,552000,14,2,1,1,2,1929,8,90,3,2,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55220001,552200,14,1,1,1,2,1942,8,77,3,3,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
55230002,552300,14,1,1,1,2,1943,8,76,3,2,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
