pid,hid,area,area_siz,hhld_siz,fly_typ,gender,byear,age_gr,age,marry,income_gr,job,job_type,job_etc,mob_use,mob_num,mob_csp,mob_dev,c01,c01_gr,c02,c02_gr,c03,c03_gr,c04,c04_gr,c05,c05_gr,app_pay,appin_pay,app_num,app_num_gr,appin_num,appin_gr,c06,c06_gr,freq_app1,freq_app2,freq_app3,sns_use,freq_sns1,freq_sns2,freq_sns3,cmt_board,wt_board,wt_news,rating,wt_wiki,wt_sns,rating_sns,sns_read,sns_write,sns_share,sns_eng,sns_priv,news_med1,news_med2,news_med3,news_plat1,news_plat2,news_plat3,channel,shop,shop_dev,shop_pay
65780002,657800,11,1,3,4,2,1957,7,62,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6,2, , 
65800001,658000,11,1,2,2,1,1940,8,79,2,4,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65800002,658000,11,1,2,2,2,1939,8,80,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65810001,658100,11,1,3,3,1,1961,6,58,2,6,1,1, ,1,1,2,1, , ,0,1, , , , , , ,2,2, , , , , , ,11,18,6,1,23,12, ,1,1,1,1,1,1,1,7,7,7,7,3, , , , , , ,4, , , 
65810003,658100,11,1,3,3,2,1993,3,26,1,4,1,1, ,1,1,2,1,0,1,0,1, , ,0,1,0,1,2,2, , , , , , ,11,16,18,1,12,23, ,1,1,1,1,1,3,3,6,6,6,6,2, , , , , , ,1,1,1,1
65810004,658100,11,1,3,3,1,1996,3,23,1,5,1,1, ,1,1,3,1,0,1,0,1, , ,0,1,0,1,2,2, , , , , , ,11,16,18,1,12,23, ,1,1,1,1,1,3,3,6,6,6,6,2, , , , , , ,4, , , 
65840001,658400,11,1,1,1,2,1980,4,39,1,6,1,1, ,1,1,3,2,0,1,0,1, , ,0,1, , ,2,2, , , , , , ,16,11,18,1,12, , ,1,1,1,1,1,5,5,4,4,4,4,2,4, , ,2, , ,1,1,1,1
65850001,658500,11,1,1,1,2,1971,5,48,1,7,1,1, ,1,1,1,2, , ,0,1, , , , , , ,2,2, , , , , , ,11,17,18,1,12,15, ,1,1,1,1,1,5,5,4,4,4,4,2, , , , , , ,2,1,1,1
65870001,658700,11,1,3,4,2,1941,8,78,3,1,2, ,4,1,1,2,2, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65870005,658700,11,1,3,4,2,2009,2,10,1,1,2, ,1,2, , , , , , , , , , , ,0,1,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , , , , , 
65920001,659200,11,1,2,2,1,1938,8,81,2,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65920002,659200,11,1,2,2,2,1942,8,77,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65930001,659300,11,1,1,1,2,1929,8,90,3,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65960001,659600,11,1,3,4,1,1957,7,62,2,4,1,3, ,1,1,1,1, , ,0,1, , , , , , ,2,2, , , , , , ,19,11,17,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
65960003,659600,11,1,3,4,1,1980,4,39,2,5,1,1, ,1,1,1,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,11,19,3,1,2,15, ,1,1,1,1,1,4,4,1,5,5,4,2,3, , ,3, , ,1,1,1,1
65970002,659700,11,1,3,5,2,1937,8,82,3,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65980001,659800,11,1,3,4,1,1970,5,49,2,6,1,3, ,1,1,3,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,11,19,3,1,2, , ,1,1,1,1,1,4,4,5,5,5,5,2,3, , ,3, , ,1,1,3,1
65980003,659800,11,1,3,4,2,1997,3,22,1,1,2, ,4,1,1,2,1,0,1,0,1, , ,0,1,0,1,2,1, , ,3,1,6,2,16,11,19,1,15,2, ,1,1,1,1,1,4,4,1,5,5,4,2,3, , ,4, , ,1,1,1,4
65990001,659900,11,1,3,3,1,1961,6,58,2,4,1,1, ,1,1,3,2,0,1,0,1, , , , ,0,1,2,2, , , , , , ,19,11,6,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1, , , 
65990002,659900,11,1,3,3,2,1973,5,46,2,5,1,1, ,1,1,3,2, , ,0,1, , ,0,1,0,1,2,2, , , , , , ,11,19,16,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,3
66000001,660000,11,1,2,2,1,1958,7,61,2,6,1,1, ,1,1,3,1, , ,0,1, , , , , , ,2,2, , , , , , ,19,11,6,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1, , , 
66000002,660000,11,1,2,2,2,1961,6,58,2,4,1,1, ,1,1,3,1, , ,0,1, , ,0,1,0,1,2,2, , , , , , ,11,19,16,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1
66010001,660100,11,1,3,3,1,1962,6,57,2,6,1,1, ,1,1,1,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,19,11,3,1,16,12, ,1,1,1,1,1,1,1,5,8,9,8,2,3,4, ,3,3, ,7, , , 
66010002,660100,11,1,3,3,2,1966,6,53,2,5,1,1, ,1,1,1,1,0,1,0,1, , , , , , ,2,2, , , , , , ,11,5,19,1,12,16, ,1,1,1,1,1,1,1,7,8,9,8,2,3,4, ,3,3, ,7,2, , 
66010003,660100,11,1,3,3,1,1989,4,30,1,6,1,1, ,1,1,1,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,3,11,19,1,2,15,12,1,1,1,1,1,4,4,5,5,5,5,2,3,4,2,3,3,3,1,1,1,1
66020001,660200,11,1,3,5,2,1953,7,66,4,3,1,1, ,1,1,1,1, , ,0,1, , , , ,0,1,2,2, , , , , , ,17,3,18,1,12, , ,1,1,1,1,1,1,1,8,9,7,8,2, , , , , , ,7, , , 
66020002,660200,11,1,3,5,1,1983,4,36,1,8,1,1, ,1,1,3,1,0,1,0,1, , ,0,1,0,1,2,2, , , , , , ,9,3,19,1,12,16, ,1,1,1,1,1,1,1,8,8,8,8,2,2,3,4,2,3,3,1,1,1,2
66020003,660200,11,1,3,5,1,1986,4,33,1,7,1,1, ,1,1,1,1,0,1,0,1, , ,0,1,0,1,2,2, , , , , , ,12,2,4,1,12,16, ,1,1,1,1,2,3,1,6,6,9,8,2,3,4,2,3,2,3,7,1,1,4
66040001,660400,11,1,2,2,1,1941,8,78,2,2,2, ,4,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66040002,660400,11,1,2,2,2,1938,8,81,2,2,2, ,2,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66050001,660500,11,1,2,5,1,1971,5,48,2,8,1,1, ,1,1,3,2,0,1,0,1, , ,0,1, , ,2,2, , , , , , ,19,11,12,1,12,16, ,1,1,1,1,1,1,1,8,8,9,8,2,2,3,4,2,3,3,6,1,1,4
66050002,660500,11,1,2,5,2,1976,5,43,2,6,1,3, ,1,1,1,1,0,1,0,1, , ,0,1,0,1,2,2, , , , , , ,3,8,13,1,12,16, ,1,1,1,1,1,1,1,8,9,9,9,2,4,3,2,3,3,3,6,1,1,2
66060001,660600,11,1,3,3,1,1980,4,39,2,8,1,1, ,1,1,1,1,0,1,0,1, , ,0,1,0,1,2,2, , , , , , ,19,11,3,1,12,16, ,1,1,1,1,1,1,1,8,8,8,8,2,4,3,2,2,3,3,7,1,1,2
66060002,660600,11,1,3,3,2,1981,4,38,2,1,2, ,2,1,1,1,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,1,2,13,1,12,16, ,1,1,1,1,1,1,1,8,8,8,8,2,4,3,2,3,3,3,7,1,1,2
66060003,660600,11,1,3,3,2,2007,2,12,1,1,2, ,1,2, , , ,0,1,0,1, , , , ,0,1, , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,2, , ,3, , , , , , 
66060004,660600,11,1,3,3,1,2011,1,8,1,1,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , , , , , 
66070001,660700,11,1,3,3,1,1959,7,60,2,8,1,1, ,1,1,2,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,3,11,19,1,12,16, ,1,1,1,1,1,1,1,8,9,9,9,2,3,2,4,3,2,2,7,1,1,5
66070002,660700,11,1,3,3,2,1962,6,57,2,4,1,1, ,1,1,1,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,11,19,17,1,12,16, ,1,1,1,1,1,1,1,5,9,7,8,2,4,3, ,3,3, ,7,1,1,1
66070003,660700,11,1,3,3,2,1985,4,34,1,5,1,1, ,1,1,1,1,0,1,0,1, , , , , , ,2,2, , , , , , ,19,11,10,1,12,15,16,1,1,1,1,1,3,3,7,6,9,6,2,3,4,2,3,3,3,6,1,1,1
66090001,660900,11,1,3,3,1,1978,5,41,2,9,1,1, ,1,1,1,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,3,19,2,1,12,16, ,1,1,1,1,1,1,1,8,9,8,8,2,4,3,2,3,3,3,6,1,1,1
66090002,660900,11,1,3,3,2,1978,5,41,2,1,2, ,2,1,1,1,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,1,3,5,1,12,16, ,1,1,1,1,1,1,1,8,9,9,9,2,4,3,2,3,3,3,2,1,1,1
66090003,660900,11,1,3,3,2,2006,2,13,1,1,2, ,1,1,1,1,1,0,1,0,1, , ,0,1,0,1,2,2, , , , , , ,16,11,17,1,2,12,15,1,1,1,1,1,4,4,4,4,4,4,2,4,3,2,3,3,3,1, , , 
66100001,661000,11,1,2,2,1,1935,8,84,2,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66100002,661000,11,1,2,2,2,1942,8,77,2,2,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66130001,661300,11,1,1,1,2,1970,5,49,4,5,1,3, ,1,1,2,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,11,19,9,1,16,15, ,1,1,1,1,1,1,1,4,6,8,7,2,4,3,2,3,3,3,7,1,1,3
66140001,661400,11,1,1,1,2,1969,6,50,3,5,1,3, ,1,1,1,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,11,3,19,1,1,2, ,1,1,1,1,1,2,2,4,7,9,5,2,4,2, ,3,3, ,1,1,1,1
66220001,662200,17,1,2,2,1,1929,8,90,2,3,2, ,4,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66220002,662200,17,1,2,2,2,1930,8,89,2,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66230001,662300,17,1,3,4,2,1937,8,82,3,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66230002,662300,17,1,3,4,1,1975,5,44,4,7,1,1, ,1,1,2,6, , , , , , , , ,11,3,2,2, , , , , , ,8,18,19,1,1,2,12,1,1,1,1,1,4,2,5,5,7,7,2, , , , , , ,1, , , 
66230003,662300,17,1,3,4,2,2002,2,17,1,1,2, ,1,1,1,2,1, , ,0,1, , , , , , ,2,2, , , , , , ,11,10,17,1,15,12, ,1,1,1,1,1,1,4,4,9,9,4,3, , , , , , ,7, , , 
66240001,662400,17,1,2,2,1,1959,7,60,2,8,1,1, ,1,1,2,2,0,1,0,1, , , , , , ,2,2, , , , , , ,8,18,19,1,12,16,15,1,1,1,1,1,1,1,5,8,8,8,2,2,3, ,3,3, ,7,2, , 
66240002,662400,17,1,2,2,2,1963,6,56,2,5,1,1, ,1,1,1,2, , , , , , , , , , ,2,2, , , , , , ,18,11,19,1,12, , ,1,1,1,1,1,1,1,6,9,9,9,2, , , , , , ,2,2, , 
66260001,662600,17,1,2,2,1,1939,8,80,2,5,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66260002,662600,17,1,2,2,2,1946,8,73,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66270001,662700,17,1,3,4,1,1970,5,49,2,7,1,1, ,1,1,2,1,0,1, , , , , , , , ,2,2, , , , , , ,18,11,19,1,12,16,2,1,1,1,1,1,3,3,6,9,9,6,3,1,3, ,1,3, ,1, , , 
66270002,662700,17,1,3,4,2,1970,5,49,2,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,18,19,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66270003,662700,17,1,3,4,2,1940,8,79,3,1,2, ,4,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66270004,662700,17,1,3,4,2,1998,3,21,1,1,2, ,4,1,1,3,1,0,1,12,3, , ,0,1,0,1,2,2, , , , , , ,16,18,11,1,12,15,2,1,1,1,1,1,1,1,4,9,9,9,1, , , , , , ,3,1,1,3
66270005,662700,17,1,3,4,1,2000,2,19,1,1,2, ,4,1,1,2,1,0,1, , , , ,0,1, , ,2,2, , , , , , ,1,18,19,1,2,15, ,1,1,1,1,1,1,1,8,9,9,9,2, , , , , , ,2,1,1,3
66290001,662900,17,1,3,3,1,1961,6,58,2,8,1,1, ,1,1,2,2, , , , , , , , , , ,2,2, , , , , , ,8,19,18,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1, , , 
66290002,662900,17,1,3,3,2,1963,6,56,2,1,2, ,2,1,1,2,2, , ,0,1, , , , , , ,2,2, , , , , , ,18,19, ,1,12, , ,1,1,1,1,1,3,3,5,6,6,6,1, , , , , , ,1,1,1,1
66290003,662900,17,1,3,3,1,1992,3,27,1,6,1,1, ,1,1,2,1, , ,0,1,0,1,0,1,10,3,2,2, , , , , , ,18,3,19,1,15,2, ,1,1,1,1,1,4,4,5,5,5,5,1, , , , , , ,1,1,1,1
66290004,662900,17,1,3,3,2,1994,3,25,1,1,2, ,4,1,1,3,2, , ,0,1, , ,0,1,0,1,2,2, , , , , , ,3,18,11,1,15,12, ,1,1,1,1,1,4,4,5,5,5,5,1, , , , , , ,1,1,1,1
66290005,662900,17,1,3,3,1,1995,3,24,1,1,2, ,4,1,1,2,2,0,1,0,1, , ,0,1,0,1,2,2, , , , , , ,1,17,18,1,15, , ,1,1,1,3,1,4,2,5,5,6,6,1,3, , ,3, , ,4,1,1,1
66300001,663000,17,1,3,4,1,1974,5,45,4,7,1,1, ,1,1,2,2,0,1,0,1, , , , , , ,2,2, , , , , , ,18,11,12,1,12,2,16,1,1,1,1,1,3,3,6,6,6,9,2,3, , ,3, , ,3, , , 
66300002,663000,17,1,3,4,2,1952,7,67,3,1,2, ,2,1,1,3,2, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66300003,663000,17,1,3,4,2,1996,3,23,1,5,1,1, ,1,1,2,2, , ,0,1, , ,10,3, , ,2,2, , , , , , ,16,18,11,1,2,15,23,1,1,1,1,1,3,1,5,6,9,9,3, , , , , , ,2,2, , 
66310001,663100,11,2,3,3,1,1959,7,60,2,8,1,1, ,1,1,3,1,0,1,0,1,0,1, , , , ,2,2, , , , , , ,11,9,6,1,12, , ,1,1,1,1,1,4,4,1,5,5,1,2,4, , ,3, , ,6,1,1,3
66310002,663100,11,2,3,3,2,1964,6,55,2,5,1,1, ,1,1,3,1,0,1,0,1, , ,0,1, , ,2,2, , , , , , ,10,11,18,1,12, , ,1,1,1,1,1,6,4,1,1,4,4,2, , , , , , ,1,1,1,3
66310003,663100,11,2,3,3,2,1990,3,29,1,5,1,1, ,1,1,3,1,0,1,0,1, , ,10,3, , ,2,2, , , , , , ,11,2,10,1,2,15, ,1,3,3,2,2,6,6,1,1,1,1,2,3,3, ,3,4, ,1,1,1,1
66310004,663100,11,2,3,3,2,1995,3,24,1,5,1,1, ,1,1,3,1,0,1,0,1, , ,10,3, , ,1,1,1,1,1,1,10,3,11,2,10,1,2,15, ,2,1,2,3,1,4,6,1,4,1,1,2, , , , , , ,1,1,1,1
66320001,663200,11,2,2,2,1,1937,8,82,2,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,1, , ,1, , ,7, , , 
66320002,663200,11,2,2,2,2,1939,8,80,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66330001,663300,11,1,1,1,2,1950,7,69,3,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66340001,663400,11,2,3,4,1,1976,5,43,2,1,1,4, ,1,1,2,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,11,10,3,1,12,2, ,1,1,1,1,1,4,4,4,5,4,4,2,1,3, ,1,3, ,1, , , 
66340002,663400,11,2,3,4,2,1976,5,43,2,11,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1, , , 
66340003,663400,11,2,3,4,1,1954,7,65,2,6,1,1, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66340004,663400,11,2,3,4,2,1959,7,60,2,6,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66340005,663400,11,2,3,4,2,1934,8,85,3,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66340006,663400,11,2,3,4,1,1981,4,38,1,4,1,1, ,1,1,2,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,3,10,11,1,12,2,15,2,2,2,2,1,6,6,1,1,1,1,1,3,3, ,3,4, ,1,1,1,1
66340007,663400,11,2,3,4,1,2009,2,10,1,1,2, ,1,2, , , , , , , , , , , ,0,1, , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , , , , , 
66350002,663500,11,2,1,1,2,1941,8,78,3,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66370001,663700,11,2,3,3,1,1948,8,71,2,3,1,1, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66370002,663700,11,2,3,3,2,1958,7,61,2,6,1,1, ,1,1,1,1,0,1,0,1, , , , , , ,2,2, , , , , , ,11,10,9,1,12, , ,1,3,3,3,3,4,1,8,9,8,8,2,3, , ,3, , ,1,1,1,1
66370003,663700,11,2,3,3,1,1980,4,39,1,6,1,1, ,1,1,1,1,0,1,0,1, , ,0,1,5,2,1,1,1,1,2,1,15,4,11,8,10,1,2,12,15,1,3,2,3,3,4,4,4,7,4,4,2,3,3, ,3,4, ,1,1,3,1
66370004,663700,11,2,3,3,1,1982,4,37,1,7,1,1, ,1,1,2,1,0,1,0,1, , ,0,1,0,1,2,2, , , , , , ,11,3,9,1,12,15, ,1,1,1,1,3,4,6,1,5,1,1,2,3,3, ,3,4, ,1,1,1,1
66390001,663900,11,2,3,3,1,1959,7,60,2,5,1,3, ,1,1,1,1,0,1,0,1, , ,0,1, , ,2,2, , , , , , ,11,10,16,1,12, , ,1,1,1,1,1,4,4,5,5,5,5,2,3,3, ,3,4, ,2, , , 
66390002,663900,11,2,3,3,2,1962,6,57,2,6,1,1, ,1,1,1,1,0,1,0,1, , ,0,1,0,1,2,2, , , , , , ,11,18,9,2, , , ,1,1,1,1,1,1,1, , , , , ,3,4, ,3,3, ,1,1,1,3
66390003,663900,11,2,3,3,2,1993,3,26,1,6,1,1, ,1,1,1,1,0,1,0,1, , ,8,2,0,1,1,2,1,1, , ,4,1,11,2,1,1,2,12,15,3,2,3,1,3,6,6,1,1,1,1,2,3,3, ,3,4, ,1,1,1,1
66390004,663900,11,2,3,3,2,1988,4,31,1,4,1,1, ,1,1,1,1,0,1,0,1, , ,10,3, , ,2,2, , , , , , ,11,10,6,1,1,12,15,3,1,2,1,3,6,6,1,1,1,1,2,4,4, ,3,4, ,1,1,1,1
66400001,664000,11,2,1,1,1,1933,8,86,2,2,2, ,4,1,1,1,2, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,3,3,3,1,1,1, , , , , , , , , , , ,1, , , 
66410001,664100,11,2,2,2,1,1953,7,66,2,4,1,3, ,1,1,2,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,11,17,10,1,12, , ,1,1,1,1,1,4,6,1,5,5,1,2,4, , ,3, , ,1,1,1,3
66410002,664100,11,2,2,2,2,1959,7,60,2,1,1,4, ,1,1,2,1, , ,0,1,0,1,0,1,0,1,2,2, , , , , , ,3,6,11,1,12, , ,1,1,1,1,1,4,6,1,5,5,1,2, , , , , , ,1,1,1,3
66420001,664200,11,2,3,4,1,1969,6,50,2,5,1,3, ,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,11,6,10,1,12, , ,1,1,1,1,1,4,6,1,5,5,1,2,4,4, ,3,4, ,7, , , 
66420002,664200,11,2,3,4,2,1975,5,44,2,5,1,3, ,1,1,1,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,11,6,10,1,2,12,15,1,1,1,1,1,5,6,1,3,3,1,2,4,4, ,3,4, ,1,1,1,1
66420003,664200,11,2,3,4,1,2001,2,18,1,1,2, ,1,1,1,2,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,10,3,1,16,17,1,2,15,12,1,1,1,1,1,5,6,1,4,4,1,2,4,4, ,3,4, ,1,1,1,1
66420004,664200,11,2,3,4,2,2002,2,17,1,1,2, ,1,1,1,2,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,1,3,17,1,2,12,15,1,1,1,1,1,4,6,1,5,5,1,2, , , , , , ,1,1,1,3
66420005,664200,11,2,3,4,2,1931,8,88,3,1,2, ,4,2, , , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66440001,664400,11,2,3,5,1,1960,6,59,2,7,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66440002,664400,11,2,3,5,2,1962,6,57,2,5,1,1, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66440003,664400,11,2,3,5,1,1932,8,87,2,1,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66440004,664400,11,2,3,5,2,1939,8,80,2,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66450001,664500,11,1,1,1,2,1932,8,87,3,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66470001,664700,11,2,2,2,1,1933,8,86,2,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66470002,664700,11,2,2,2,2,1933,8,86,2,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66480001,664800,11,2,3,3,1,1978,5,41,2,5,1,1, ,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,1,3,8,1,12,15, ,1,2,2,1,2,4,6,1,5,5,1,2,4,3, ,3,4, ,1,1,1,1
66480002,664800,11,2,3,3,2,1984,4,35,2,4,1,1, ,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,1,17,19,1,2,12,15,1,1,1,1,1,4,6,1,5,5,1,2,4,3, ,3,4, ,1,1,1,1
66480003,664800,11,2,3,3,2,2007,2,12,1,1,2, ,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,1,3,17,1,12,2, ,1,1,1,1,1,4,6,1,5,5,1,3, , , , , , , , , , 
66480004,664800,11,2,3,3,2,2009,2,10,1,1,2, ,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,11,1,3,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , , , , , 
66490001,664900,11,2,2,2,1,1937,8,82,2,1,2, ,4,2, , , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66490002,664900,11,2,2,2,2,1942,8,77,2,6,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,17, ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66500001,665000,11,1,1,1,2,1929,8,90,3,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66510001,665100,11,2,3,3,1,1976,5,43,2,10,1,3, ,1,1,3,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,11,16,10,1,12, , ,1,1,1,1,1,4,5,3,4,4,3,2,3, , ,3, , ,1, , , 
66510002,665100,11,2,3,3,2,1979,5,40,2,6,1,1, ,1,1,3,1,0,1,0,1, , ,0,1, , ,2,2, , , , , , ,11,16,19,1,2,12,15,1,1,1,1,1,4,6,1,5,5,1,2,3,2, ,3,3, ,1,1,1,1
66510003,665100,11,2,3,3,1,2010,1,9,1,1,2, ,1,1,0, , , , ,0,1, , , , ,0,1,2,2, , , , , , ,3,17, ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , , , , , 
66520001,665200,11,2,3,3,1,1942,8,77,2,1,2, ,4,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
66520002,665200,11,2,3,3,2,1943,8,76,2,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
