pid,hid2016,area_siz2016,gender2016,age_gr2016,age2016,mob_use2016,mob_num2016,mob_csp2016,mob_dev2016,c01_gr2016,c02_gr2016,c03_gr2016,c04_gr2016,c05_gr2016,sns_use2016,freq_sns12016,news_med12016,news_med22016,news_med32016,news_plat12016,news_plat22016,news_plat32016,year2016,hid2017,area_siz2017,gender2017,age_gr2017,age2017,mob_use2017,mob_num2017,mob_csp2017,mob_dev2017,c01_gr2017,c02_gr2017,c03_gr2017,c04_gr2017,c05_gr2017,sns_use2017,freq_sns12017,news_med12017,news_med22017,news_med32017,news_plat12017,news_plat22017,news_plat32017,year2017,hid2018,area_siz2018,gender2018,age_gr2018,age2018,mob_use2018,mob_num2018,mob_csp2018,mob_dev2018,c01_gr2018,c02_gr2018,c03_gr2018,c04_gr2018,c05_gr2018,sns_use2018,freq_sns12018,news_med12018,news_med22018,news_med32018,news_plat12018,news_plat22018,news_plat32018,year2018,hid2019,area_siz2019,gender2019,age_gr2019,age2019,mob_use2019,mob_num2019,mob_csp2019,mob_dev2019,c01_gr2019,c02_gr2019,c03_gr2019,c04_gr2019,c05_gr2019,sns_use2019,freq_sns12019,news_med12019,news_med22019,news_med32019,news_plat12019,news_plat22019,news_plat32019,year2019
22740002,227400,1,2,5,42,1,1,3,1, , , , , ,2, ,4, , ,4, , ,2016,227400,1,2,5,43,1,1,3,1, , , , , ,2, , , , , , , ,2017,227400,1,2,5,44,1,1,3,1, , , , , ,2, , , , , , , ,2018,227400,1,2,5,45,1,1,3,1, , , , , ,2, , , , , , , ,2019
22740003,227400,1,2,2,12,1,1,3,1, , , , , ,2, , , , , , , ,2016,227400,1,2,2,13,1,1,3,2, , , , , ,2, , , , , , , ,2017,227400,1,2,2,14,1,1,3,1, , , , , ,1,2, , , , , , ,2018,227400,1,2,2,15,1,1,1,1, , , , , ,2, , , , , , , ,2019
22740004,227400,1,2,1,8,1,1,3,1, , , , , ,2, , , , , , , ,2016,227400,1,2,1,9,1,1,3,2, , , , , ,2, , , , , , , ,2017,227400,1,2,2,10,1,1,3,1, , , , , ,2, , , , , , , ,2018,227400,1,2,2,11,1,1,1,1, , , , , ,2, , , , , , , ,2019
22760001,227600,1,2,8,70,1,0, , , , , , , ,2, , , , , , , ,2016,227600,1,2,8,71,1,0, , , , , , , ,2, , , , , , , ,2017,227600,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2018,227600,1,2,8,73,1,0, , , , , , , ,2, , , , , , , ,2019
22760003,227600,1,2,2,15,1,1,1,1, , , , , ,1,2, , , , , , ,2016,227600,1,2,2,16,1,1,1,2, , , , , ,1,2, , , , , , ,2017,227600,1,2,2,17,1,1,1,1, , , , , ,2, , , , , , , ,2018,227600,1,2,2,18,1,1,1,1, , , , , ,1,2,4, , ,3, , ,2019
22790001,227900,2,1,8,79,1,0, , , , , , , ,2, , , , , , , ,2016,227900,2,1,8,80,1,0, , , , , , , ,2, , , , , , , ,2017,227900,2,1,8,81,1,0, , , , , , , ,2, , , , , , , ,2018,227900,2,1,8,82,1,0, , , , , , , ,2, , , , , , , ,2019
22810001,228100,2,1,7,67,1,0, , , , , , , ,2, , , , , , , ,2016,228100,2,1,7,68,1,0, , , , , , , ,2, , , , , , , ,2017,228100,2,1,7,69,1,0, , , , , , , ,2, , , , , , , ,2018,228100,2,1,8,70,1,1,1,1, , , , , ,2, , , , , , , ,2019
22810002,228100,2,2,6,58,1,1,3,1, , , , , ,1,12,4, , ,3, , ,2016,228100,2,2,6,59,1,1,3,1, , , , , ,2, , , , , , , ,2017,228100,2,2,7,60,1,1,3,2, , , , , ,1,15, , , , , , ,2018,228100,2,2,7,61,1,1,1,1, , , , , ,2, , , , , , , ,2019
22820001,228200,2,1,4,31,1,1,1,1, , , , , ,1,16,4, , ,3, , ,2016,228200,2,1,4,32,1,1,1,1, , , , , ,1,12,4, , ,3, , ,2017,228200,2,1,4,33,1,1,1,1, , , , , ,2, , , , , , , ,2018,228200,2,1,4,34,1,1,1,1, , , , , ,1,12,4, , ,3, , ,2019
22840001,228400,1,2,5,46,1,1,1,1, , , , , ,1,12, , , , , , ,2016,228400,1,2,5,47,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2017,228400,1,2,5,48,1,1,2,1,1,1, , , ,2, ,3, , ,3, , ,2018,228400,1,2,5,49,1,1,3,1,1,1, , ,1,1,12,4,3,2,3,3,3,2019
22840002,228400,1,1,5,44,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016,228400,1,1,5,45,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2017,228400,1,1,5,46,1,1,1,2,1,1, , ,1,2, ,4, , ,3, , ,2018,228400,1,1,5,47,1,1,2,1,1,1, , ,1,1,12,4,3,2,3,3,3,2019
22840003,228400,1,1,8,71,2,0, , , , , , , ,2, , , , , , , ,2016,228400,1,1,8,72,2,0, , , , , , , ,2, , , , , , , ,2017,228400,1,1,8,73,2,0, , , , , , , ,2, , , , , , , ,2018,228400,1,1,8,74,1,0, , , , , , , ,2, , , , , , , ,2019
22840004,228400,1,2,7,68,2,0, , , , , , , ,2, , , , , , , ,2016,228400,1,2,7,69,2,0, , , , , , , ,2, , , , , , , ,2017,228400,1,2,8,70,2,0, , , , , , , ,2, , , , , , , ,2018,228400,1,2,8,71,1,0, , , , , , , ,2, , , , , , , ,2019
22850001,228500,1,1,6,58,1,1,1,1, , , , , ,2, ,1,4, ,1,3, ,2016,228500,1,1,6,59,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2017,228500,1,1,7,60,1,1,2,1,1,1,1, ,1,2, ,3, , ,3, , ,2018,228500,1,1,7,61,1,1,2,1,1,1,1, , ,1,16,4,1, ,3,1, ,2019
22850002,228500,1,2,6,57,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2016,228500,1,2,6,58,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2017,228500,1,2,6,59,1,1,2,1,1,1,1,1, ,1,16,3, , ,3, , ,2018,228500,1,2,7,60,1,1,2,1,1,1,1,1, ,2, ,4,1, ,3,1, ,2019
22850004,228500,1,1,3,24,1,1,1,1, , , , , ,2, ,3,2, ,3,3, ,2016,228500,1,1,3,25,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2017,228500,1,1,3,26,1,1,2,1,1,1,1,1,1,2, ,3, , ,3, , ,2018,228500,1,1,3,27,1,1,2,1,1,1,1,1,1,2, ,4,3, ,3,3, ,2019
22860001,228600,1,1,4,38,1,1,1,1, ,1, , , ,2, ,4, , ,3, , ,2016,228600,1,1,4,39,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2017,228600,1,1,5,40,1,1,4,1,1,1, , ,1,2, ,3, , ,3, , ,2018,228600,1,1,5,41,1,1,4,1,1,1, , ,1,2, ,4, , ,3, , ,2019
22860002,228600,1,2,7,60,2,0, , , , , , , ,2, , , , , , , ,2016,228600,1,2,7,61,2,0, , , , , , , ,2, , , , , , , ,2017,228600,1,2,7,62,1,0, , , , , , , ,2, , , , , , , ,2018,228600,1,2,7,63,1,0, , , , , , , ,2, , , , , , , ,2019
22870001,228700,1,2,6,56,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016,228700,1,2,6,57,1,1,2,1, , , , , ,2, , , , , , , ,2017,228700,1,2,6,58,1,1,2,1,1,1, ,1,1,1,12,3,3,1,3,4,1,2018,228700,1,2,6,59,1,1,2,1,1,1, ,1, ,1,12,3, , ,3, , ,2019
22870003,228700,1,1,3,27,1,1,1,1,2, , , , ,1,12,3, , ,3, , ,2016,228700,1,1,3,28,1,1,1,1, , , , ,4,1,2,3,4, ,3,3, ,2017,228700,1,1,3,29,1,1,2,1,1,1,1,1,1,1,2,3,3, ,3,4, ,2018,228700,1,1,4,30,1,1,2,1,1,1,1,3,1,1,12,3,3, ,3,4, ,2019
22870101,228701,1,1,4,35,1,1,2,1, , , , , ,1,12,3, , ,3, , ,2016,228701,1,1,4,36,1,1,2,1, ,5, , , ,1,2,3, , ,3, , ,2017,228701,1,1,4,37,1,1,2,1,1,1,1,1,1,1,12,3,4, ,3,3, ,2018,228701,1,1,4,38,1,1,2,1,1,1,1,1,1,1,2,3,3, ,3,4, ,2019
22870102,228701,1,2,4,32,1,1,2,1, , , , , ,1,12,3, , ,3, , ,2016,228701,1,2,4,33,1,1,2,1, , , , , ,1,2, , , , , , ,2017,228701,1,2,4,34,1,1,2,1,1,1,1,1,1,1,12,3,3,1,3,4,1,2018,228701,1,2,4,35,1,1,2,3,1,1,1,1,1,1,15,3,3, ,3,4, ,2019
22880001,228800,1,1,6,51,1,1,1,1, , , , , ,1,12, , , , , , ,2016,228800,1,1,6,52,1,1,2,1, , , , , ,1,16,3, , ,3, , ,2017,228800,1,1,6,53,1,1,3,1,1,1, ,1,1,1,12,3,3, ,3,4, ,2018,228800,1,1,6,54,1,1,1,1, ,1,1, ,1,1,2,4,4, ,3,4, ,2019
22880002,228800,1,2,5,46,1,0, , , , , , , ,1,2, , , , , , ,2016,228800,1,2,5,47,1,1,3,1, , , ,2, ,1,16,3, , ,3, , ,2017,228800,1,2,5,48,1,1,2,1,1,1,1,1,1,1,12,3,3, ,3,4, ,2018,228800,1,2,5,49,1,1,1,1, ,1,1,1, ,1,2,4,4, ,4,3, ,2019
22880003,228800,1,1,2,19,1,1,1,2, , , , , ,1,12,3, , ,3, , ,2016,228800,1,1,3,20,1,1,2,1, ,3, , , ,1,2,3, , ,3, , ,2017,228800,1,1,3,21,1,1,2,1,1,1,1,1,1,1,2,3,3, ,3,4, ,2018,228800,1,1,3,22,1,1,2,1,1,1,1,2, ,1,2,4,4, ,4,3, ,2019
22880004,228800,1,2,2,15,2,0, , , , , , , ,2, , , , , , , ,2016,228800,1,2,2,16,1,1,3,1, , , , , ,1,2,4, , ,3, , ,2017,228800,1,2,2,17,1,1,3,1,1,1,1,1,1,1,2,3, , ,3, , ,2018,228800,1,2,2,18,1,1,1,1,1,1,1,3,1,1,12, , , , , , ,2019
22910003,229100,1,1,6,51,1,1,1,1, , , , , ,2, , , , , , , ,2016,229100,1,1,6,52,1,1,3,1, , , , , ,2, ,1, , ,1, , ,2017,229100,1,1,6,53,1,1,1,1, , , , , ,2, , , , , , , ,2018,229100,1,1,6,54,1,1,3,1, , , , , ,1,23, , , , , , ,2019
22930001,229300,1,2,7,69,1,1,2,2, , , , , ,2, , , , , , , ,2016,229300,1,2,8,70,1,1,3,2, , , , , ,2, , , , , , , ,2017,229300,1,2,8,71,1,1,1,1, , , , , ,2, , , , , , , ,2018,229300,1,2,8,72,1,1,3,1, , , , , ,2, , , , , , , ,2019
22940001,229400,1,2,6,57,1,0, , , , , , , ,2, , , , , , , ,2016,229400,1,2,6,58,1,1,3,2, , , , , ,2, , , , , , , ,2017,229400,1,2,6,59,1,1,1,1, , , , , ,2, , , , , , , ,2018,229400,1,2,7,60,1,1,2,1, , , , , ,2, , , , , , , ,2019
22980002,229800,1,2,6,51,1,1,1,2, , , , , ,1,15, , , , , , ,2016,229800,1,2,6,52,1,1,1,2, , , , , ,2, ,4, , ,3, , ,2017,229800,1,2,6,53,1,1,3,1, , , , ,1,2, ,3, , ,3, , ,2018,229800,1,2,6,54,1,1,1,1, , , , , ,2, ,3,2, ,3,3, ,2019
22990003,229900,1,2,6,51,1,1,1,1, , , , , ,2, , , , , , , ,2016,229900,1,2,6,52,1,1,3,1,1,1,1,1, ,2, ,2,3, ,3,3, ,2017,229900,1,2,6,53,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2018,229900,1,2,6,54,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2019
23010002,230100,1,2,6,56,1,1,2,2, , , , , ,2, , , , , , , ,2016,230100,1,2,6,57,1,1,1,1, , , , , ,2, ,2,3, ,3,3, ,2017,230100,1,2,6,58,1,1,1,1, , ,1,1, ,2, ,3, , ,3, , ,2018,230100,1,2,6,59,1,1,3,6, , , , , ,2, ,3, , ,3, , ,2019
23020002,230200,1,2,5,45,1,1,3,2, , , , , ,2, ,3,4, ,3,3, ,2016,230200,1,2,5,46,1,1,3,1, ,1,1,1, ,2, ,3, , ,3, , ,2017,230200,1,2,5,47,1,1,1,1, , ,1,1, ,2, ,3, , ,3, , ,2018,230200,1,2,5,48,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2019
23030002,230300,1,2,6,56,1,1,3,2, , , , , ,2, , , , , , , ,2016,230300,1,2,6,57,1,1,2,1, , , , , ,2, , , , , , , ,2017,230300,1,2,6,58,1,1,1,1, , , ,2, ,1,15, , , , , , ,2018,230300,1,2,6,59,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2019
23060002,230600,1,1,4,37,1,1,3,2, , , , , ,1,12, , , , , , ,2016,230600,1,1,4,38,1,1,2,1, , , , , ,2, , , , , , , ,2017,230600,1,1,4,39,1,1,1,1, , , , , ,2, , , , , , , ,2018,230600,1,1,5,40,1,1,3,1, , , , , ,2, , , , , , , ,2019
23060003,230600,1,2,4,37,1,1,3,1, , , , , ,2, , , , , , , ,2016,230600,1,2,4,38,1,1,1,1, , , ,1,1,1,2,3, , ,3, , ,2017,230600,1,2,4,39,1,1,1,1, , , , , ,2, , , , , , , ,2018,230600,1,2,5,40,1,1,1,1, , , , , ,2, , , , , , , ,2019
23070001,230700,1,1,6,59,1,1,1,1, , , , , ,2, , , , , , , ,2016,230700,1,1,7,60,1,1,3,1, , , , , ,2, ,1,3, ,1,3, ,2017,230700,1,1,7,61,1,1,1,1, , , , , ,2, , , , , , , ,2018,230700,1,1,7,62,1,1,2,1, , , , , ,2, , , , , , , ,2019
23080001,230800,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2016,230800,1,2,8,73,1,0, , , , , , , ,2, , , , , , , ,2017,230800,1,2,8,74,1,1,1,1, , , , , ,2, , , , , , , ,2018,230800,1,2,8,75,1,1,1,1, , , , , ,2, , , , , , , ,2019
23080003,230800,1,2,2,17,1,1,3,2, , , , , ,2, , , , , , , ,2016,230800,1,2,2,18,1,1,3,1, , , , , ,2, , , , , , , ,2017,230800,1,2,2,19,1,1,1,1, , , , , ,2, , , , , , , ,2018,230800,1,2,3,20,1,1,1,1, , , , , ,2, , , , , , , ,2019
23110001,231100,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2016,231100,1,2,8,73,1,0, , , , , , , ,2, , , , , , , ,2017,231100,1,2,8,74,1,1,2,2, , , , , ,2, , , , , , , ,2018,231100,1,2,8,75,1,1,3,1, , , , , ,2, , , , , , , ,2019
23120001,231200,2,1,5,42,1,1,1,1,1, ,2, , ,1,2,4,1,2,3,1,2,2016,231200,2,1,5,43,1,1,1,1, , , , , ,2, , , , , , , ,2017,231200,2,1,5,44,1,1,3,3,1,1,1,2,1,1,15,3,2,1,3,3,1,2018,231200,2,1,5,45,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2019
23120002,231200,2,2,5,41,1,1,1,1, ,2,1,1, ,1,2,4,1, ,3,1, ,2016,231200,2,2,5,42,1,1,1,1, , , , , ,2, , , , , , , ,2017,231200,2,2,5,43,1,1,1,1, , , , , ,1,2,3,2, ,3,3, ,2018,231200,2,2,5,44,1,1,1,1, , , , , ,2, ,3,2, ,3,3, ,2019
23190001,231900,1,1,8,70,2,0, , , , , , , ,2, , , , , , , ,2016,231900,1,1,8,71,1,0, , , , , , , ,2, , , , , , , ,2017,231900,1,1,8,72,1,0, , , , , , , ,2, , , , , , , ,2018,231900,1,1,8,73,1,0, , , , , , , ,2, , , , , , , ,2019
23190002,231900,1,2,7,60,1,1,2,1, , , , , ,2, , , , , , , ,2016,231900,1,2,7,61,1,1,3,2, , , , , ,2, ,1,3,2,1,3,2,2017,231900,1,2,7,62,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2018,231900,1,2,7,63,1,1,3,2, , , , , ,2, , , , , , , ,2019
23200001,232000,1,1,8,77,1,0, , , , , , , ,2, , , , , , , ,2016,232000,1,1,8,78,1,0, , , , , , , ,2, , , , , , , ,2017,232000,1,1,8,79,1,0, , , , , , , ,2, , , , , , , ,2018,232000,1,1,8,80,1,0, , , , , , , ,2, , , , , , , ,2019
23200002,232000,1,2,8,77,1,0, , , , , , , ,2, , , , , , , ,2016,232000,1,2,8,78,1,0, , , , , , , ,2, , , , , , , ,2017,232000,1,2,8,79,1,0, , , , , , , ,2, , , , , , , ,2018,232000,1,2,8,80,1,0, , , , , , , ,2, , , , , , , ,2019
23200003,232000,1,1,6,54,1,1,2,1, , , ,1, ,2, , , , , , , ,2016,232000,1,1,6,55,1,1,1,1, , , , , ,2, ,3,2,1,4,2,1,2017,232000,1,1,6,56,1,1,2,1, , , , , ,1,12,3, , ,3, , ,2018,232000,1,1,6,57,1,1,1,1, ,3, , , ,1,12,4,3,2,3,2,2,2019
23200004,232000,1,2,6,54,1,1,2,1, , , ,1, ,2, , , , , , , ,2016,232000,1,2,6,55,1,1,1,1, , , ,2, ,2, ,3,4,2,2,3,4,2017,232000,1,2,6,56,1,1,2,1, , , , , ,1,12,3, , ,3, , ,2018,232000,1,2,6,57,1,1,1,3, , , , , ,1,15,3,4, ,3,2, ,2019
23200005,232000,1,2,3,23,1,1,1,1, , , , , ,2, , , , , , , ,2016,232000,1,2,3,24,1,1,1,1, ,3, , , ,1,2,3,2,4,2,4,3,2017,232000,1,2,3,25,1,1,2,1, , , , , ,1,12,3, , ,3, , ,2018,232000,1,2,3,26,1,1,1,1, , , ,2,2,1,2,3,4, ,4,3, ,2019
23210001,232100,1,1,8,72,1,0, , , , , , , ,2, , , , , , , ,2016,232100,1,1,8,73,1,0, , , , , , , ,2, , , , , , , ,2017,232100,1,1,8,74,1,0, , , , , , , ,2, , , , , , , ,2018,232100,1,1,8,75,1,0, , , , , , , ,2, , , , , , , ,2019
23210002,232100,1,2,7,68,1,1,1,1, , , , , ,2, , , , , , , ,2016,232100,1,2,7,69,1,1,2,1, , , , , ,2, , , , , , , ,2017,232100,1,2,8,70,1,0, , , , , , , ,2, , , , , , , ,2018,232100,1,2,8,71,1,0, , , , , , , ,2, , , , , , , ,2019
23220001,232200,1,1,6,57,1,1,2,1, , , , , ,2, ,3,1, ,3,1, ,2016,232200,1,1,6,58,1,1,3,1, , , , , ,1,12, , , , , , ,2017,232200,1,1,6,59,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2018,232200,1,1,7,60,1,1,1,1, , , , , ,2, ,2,3, ,3,3, ,2019
23220002,232200,1,2,5,49,1,1,2,1, , , , , ,1,12,3,4,2,3,4,2,2016,232200,1,2,6,50,1,1,3,1, , , , , ,1,12, , , , , , ,2017,232200,1,2,6,51,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018,232200,1,2,6,52,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2019
23250002,232500,1,2,7,69,2,0, , , , , , , ,2, , , , , , , ,2016,232500,1,2,8,70,2,0, , , , , , , ,2, , , , , , , ,2017,232500,1,2,8,71,1,0, , , , , , , ,2, , , , , , , ,2018,232500,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2019
23250004,232500,1,2,4,31,1,1,1,1, , , , , ,1,12,3,4,2,3,4,2,2016,232500,1,2,4,32,1,1,1,1, , , , , ,1,12, , , , , , ,2017,232500,1,2,4,33,1,1,1,1, , , , , ,1,12,3,2, ,3,2, ,2018,232500,1,2,4,34,1,1,1,1, , , , , ,2, ,2,3, ,3,3, ,2019
23270001,232700,1,1,6,54,1,1,1,1, , , , , ,1,12,3,4,2,3,4,2,2016,232700,1,1,6,55,1,1,2,1, , , , , ,2, ,2,3, ,3,3, ,2017,232700,1,1,6,56,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2018,232700,1,1,6,57,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2019
23270002,232700,1,2,6,53,1,0, , , , , , , ,2, ,2,1, ,2,1, ,2016,232700,1,2,6,54,1,0, , , , , , , ,2, , , , , , , ,2017,232700,1,2,6,55,1,0, , , , , , , ,2, , , , , , , ,2018,232700,1,2,6,56,1,0, , , , , , , ,2, ,3, , ,3, , ,2019
23270004,232700,1,2,8,83,2,0, , , , , , , ,2, , , , , , , ,2016,232700,1,2,8,84,2,0, , , , , , , ,2, , , , , , , ,2017,232700,1,2,8,85,1,0, , , , , , , ,2, , , , , , , ,2018,232700,1,2,8,86,1,0, , , , , , , ,2, , , , , , , ,2019
23280001,232800,1,1,7,65,1,1,1,1, , , , , ,2, ,1,2,4,1,2,3,2016,232800,1,1,7,66,1,1,1,1, , , , , ,2, , , , , , , ,2017,232800,1,1,7,67,1,1,2,2, , , , , ,1,2,2,3, ,2,2, ,2018,232800,2,1,7,68,1,1,2,2, , , , , ,2, ,3,3, ,3,2, ,2019
23280002,232800,1,2,6,57,1,1,1,2, , , , , ,1,12,3,2,1,3,4,1,2016,232800,1,2,6,58,1,1,2,1, , , , , ,1,12,2,3, ,3,3, ,2017,232800,1,2,6,59,1,1,3,2, , , , , ,2, ,3, , ,3, , ,2018,232800,2,2,7,60,1,1,2,2, , , , , ,1,12,3,2, ,3,3, ,2019
23280003,232800,1,1,4,34,1,1,1,1, , , ,3,2,2, ,3,2,1,4,3,1,2016,232800,1,1,4,35,1,1,1,2, , , , , ,1,2,2,3,4,3,3,4,2017,232800,1,1,4,36,1,1,2,2, , , , , ,1,12,2,3, ,2,2, ,2018,232800,2,1,4,37,1,1,2,2,2, , , ,2,1,15,2,4,3,2,4,3,2019
23280004,232800,1,2,4,31,1,1,1,1, , , , , ,2, ,1,3,2,1,4,2,2016,232800,1,2,4,32,1,1,3,1, , , , , ,1,12,2,3,4,3,3,4,2017,232800,1,2,4,33,1,1,2,1, , , , , ,1,12,3, , ,2, , ,2018,232800,2,2,4,34,1,1,2,1,2,3, , , ,1,2,3,4,2,4,3,2,2019
23280005,232800,1,1,3,28,1,1,1,1, , , ,2,4,2, ,3,2,1,3,2,1,2016,232800,1,1,3,29,1,1,2,1, , , , , ,1,16,2,3,4,3,3,4,2017,232800,1,1,4,30,1,1,2,2, , , , , ,1,12,3, , ,3, , ,2018,232800,2,1,4,31,1,1,2,1, ,2, , ,2,1,2,1,3,3,1,2,4,2019
23290001,232900,1,1,7,66,1,1,2,1, , , , , ,2, ,1,2,3,1,2,3,2016,232900,1,1,7,67,1,1,1,1, , , , , ,2, ,3,1, ,3,1, ,2017,232900,1,1,7,68,1,1,1,1, , , , , ,1,12,3,2, ,3,3, ,2018,232900,1,1,7,69,1,1,3,3, , , , , ,2, ,1,3,3,1,2,3,2019
23290002,232900,1,2,7,63,1,1,1,1, , , , , ,2, , , , , , , ,2016,232900,1,2,7,64,1,1,3,1, , , , , ,2, ,3,1, ,3,1, ,2017,232900,1,2,7,65,1,1,1,2, , , , , ,2, ,3, , ,3, , ,2018,232900,1,2,7,66,1,1,1,2, , , , , ,2, ,3,2, ,3,3, ,2019
23290003,232900,1,2,4,34,1,1,2,2, , ,2,2,3,2, , , , , , , ,2016,232900,1,2,4,35,1,1,3,1, , , , , ,1,12,2,3,4,3,3,4,2017,232900,1,2,4,36,1,1,1,2, , , , , ,1,12,3, , ,3, , ,2018,232900,1,2,4,37,1,1,1,1, ,2, , ,2,1,2,3,2,4,2,3,4,2019
23300001,233000,1,1,7,67,1,1,1,3, , , , , ,2, ,1,3,2,1,2,3,2016,233000,1,1,7,68,1,0, , , , , , , ,2, , , , , , , ,2017,233000,1,1,7,69,1,0, , , , , , , ,2, , , , , , , ,2018,233000,1,1,8,70,1,1,3,2, , , , , ,2, , , , , , , ,2019
23300002,233000,1,2,7,63,1,1,1,2, , , , , ,2, ,1,2,3,1,3,2,2016,233000,1,2,7,64,1,1,1,1, , , , , ,2, , , , , , , ,2017,233000,1,2,7,65,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018,233000,1,2,7,66,1,1,2,2, , , , , ,2, , , , , , , ,2019
23310001,233100,1,1,8,72,1,1,1,1, , , , , ,2, ,1, , ,1, , ,2016,233100,1,1,8,73,1,1,2,2, , , , , ,2, , , , , , , ,2017,233100,1,1,8,74,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2018,233100,1,1,8,75,1,1,2,2, , , , , ,2, , , , , , , ,2019
23310002,233100,1,2,8,71,1,1,3,2, , , , , ,2, ,1,2,3,1,3,2,2016,233100,1,2,8,72,1,1,3,2, , , , , ,2, , , , , , , ,2017,233100,1,2,8,73,1,1,2,1, , , , , ,2, , , , , , , ,2018,233100,1,2,8,74,1,1,2,1, , , , , ,2, , , , , , , ,2019
23310003,233100,1,2,4,39,1,1,3,1, , , ,3,4,2, ,3,2,1,3,2,1,2016,233100,1,2,5,40,1,1,1,2, , , , , ,1,3,2,3,4,3,3,4,2017,233100,1,2,5,41,1,1,1,1, , , ,1, ,1,12,3, , ,3, , ,2018,233100,1,2,5,42,1,1,2,3, , , , , ,1,2,4,3,2,3,4,2,2019
23330001,233300,1,1,6,53,1,0, , , , , , , ,2, ,1,2, ,1,3, ,2016,233300,1,1,6,54,1,1,3,1, , , , , ,1,12,2,3, ,3,3, ,2017,233300,1,1,6,55,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2018,233300,1,1,6,56,1,1,3,2, , , , , ,2, ,2,3,2,3,3,2,2019
23330002,233300,1,2,5,48,1,0, , , , , , , ,2, ,1,2, ,1,2, ,2016,233300,1,2,5,49,1,1,3,2, , , , , ,1,12,2,3,4,3,3,3,2017,233300,1,2,6,50,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2018,233300,1,2,6,51,1,1,3,3, ,2, , , ,2, ,3,3, ,3,2, ,2019
23330003,233300,1,2,3,20,1,1,1,2, ,3, ,2, ,1,16,3,2,1,3,4,1,2016,233300,1,2,3,21,1,1,3,3, , , ,2,1,1,3,3,4, ,3,3, ,2017,233300,1,2,3,22,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2018,233300,1,2,3,23,1,1,3,3,2,2, , , ,1,15,4,2,3,2,3,4,2019
23330004,233300,1,2,2,17,1,1,1,2, , , , , ,2, ,3,2,4,2,3,4,2016,233300,1,2,2,18,1,1,3,1, , , , , ,1,2,2,3,4,3,3,4,2017,233300,1,2,2,19,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2018,233300,1,2,3,20,1,1,1,2, , , , , ,1,15,2,3, ,3,3, ,2019
23340001,233400,1,1,8,74,1,0, , , , , , , ,2, ,1, , ,1, , ,2016,233400,1,1,8,75,1,0, , , , , , , ,2, , , , , , , ,2017,233400,1,1,8,76,1,0, , , , , , , ,2, ,1, , ,1, , ,2018,233400,1,1,8,77,2, , , , , , , , ,2, , , , , , , ,2019
23340002,233400,1,2,8,74,1,0, , , , , , , ,2, ,1, , ,1, , ,2016,233400,1,2,8,75,1,1,2,1, , , , , ,2, , , , , , , ,2017,233400,1,2,8,76,1,1,1,1, , , , , ,2, , , , , , , ,2018,233400,1,2,8,77,1,1,2,1, , , , , ,2, , , , , , , ,2019
23350001,233500,1,1,6,55,1,1,1,1, , , , , ,2, ,3,4,2,3,4,2,2016,233500,1,1,6,56,1,1,2,1, , , , , ,2, , , , , , , ,2017,233500,1,1,6,57,1,1,1,2, , , , , ,2, ,4, , ,3, , ,2018,233500,1,1,6,58,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2019
23350002,233500,1,2,6,53,1,0, , , , , , , ,2, , , , , , , ,2016,233500,1,2,6,54,1,0, , , , , , , ,2, , , , , , , ,2017,233500,1,2,6,55,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2018,233500,1,2,6,56,1,1,1,1, , , , , ,2, , , , , , , ,2019
