pid,hid2016,area_siz2016,gender2016,age_gr2016,age2016,mob_use2016,mob_num2016,mob_csp2016,mob_dev2016,c01_gr2016,c02_gr2016,c03_gr2016,c04_gr2016,c05_gr2016,sns_use2016,freq_sns12016,news_med12016,news_med22016,news_med32016,news_plat12016,news_plat22016,news_plat32016,year2016,hid2017,area_siz2017,gender2017,age_gr2017,age2017,mob_use2017,mob_num2017,mob_csp2017,mob_dev2017,c01_gr2017,c02_gr2017,c03_gr2017,c04_gr2017,c05_gr2017,sns_use2017,freq_sns12017,news_med12017,news_med22017,news_med32017,news_plat12017,news_plat22017,news_plat32017,year2017,hid2018,area_siz2018,gender2018,age_gr2018,age2018,mob_use2018,mob_num2018,mob_csp2018,mob_dev2018,c01_gr2018,c02_gr2018,c03_gr2018,c04_gr2018,c05_gr2018,sns_use2018,freq_sns12018,news_med12018,news_med22018,news_med32018,news_plat12018,news_plat22018,news_plat32018,year2018,hid2019,area_siz2019,gender2019,age_gr2019,age2019,mob_use2019,mob_num2019,mob_csp2019,mob_dev2019,c01_gr2019,c02_gr2019,c03_gr2019,c04_gr2019,c05_gr2019,sns_use2019,freq_sns12019,news_med12019,news_med22019,news_med32019,news_plat12019,news_plat22019,news_plat32019,year2019
22210001,222100,1,1,4,39,1,1,2,1, , , ,2, ,1,16,3,1,4,3,1,3,2016,222100,1,1,5,40,1,1,2,1, , , ,2, ,1,16,4,1,2,3,1,3,2017,222100,1,1,5,41,1,1,2,1, , , ,2, ,1,16,1,3, ,1,3, ,2018,222100,1,1,5,42,1,1,2,1, , , ,2, ,2, ,3,1,4,3,1,2,2019
22210002,222100,1,2,4,37,1,1,2,1, , , , , ,2, ,1,3, ,1,3, ,2016,222100,1,2,4,38,1,1,2,1, , , , , ,1,12,1,4, ,1,3, ,2017,222100,1,2,4,39,1,1,2,1, , , ,2, ,1,12,1,3, ,1,3, ,2018,222100,1,2,5,40,1,1,2,1, , , ,2, ,2, ,3,1,2,3,1,2,2019
22220002,222200,1,2,4,39,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2016,222200,1,2,5,40,1,1,1,1, , , , , ,2, , , , , , , ,2017,222200,1,2,5,41,1,1,1,1, ,1,1, , ,1,2,3, , ,3, , ,2018,222200,1,2,5,42,1,1,1,1, , ,1, , ,2, ,2, , ,3, , ,2019
22220003,222200,1,2,2,14,1,0, , , , , , , ,2, , , , , , , ,2016,222200,1,2,2,15,1,0, , , , , , , ,2, , , , , , , ,2017,222200,1,2,2,16,1,1,1,1, , , ,2, ,1,1, , , , , , ,2018,222200,1,2,2,17,1,1,1,1,1,1, , , ,2, , , , , , , ,2019
22230001,222300,1,2,6,56,1,0, , , , , , , ,2, , , , , , , ,2016,222300,1,2,6,57,1,0, , , , , , , ,2, , , , , , , ,2017,222300,1,2,6,58,1,1,2,1, , , , , ,2, , , , , , , ,2018,222300,1,2,6,59,1,1,1,1, , , , , ,2, , , , , , , ,2019
22230002,222300,1,1,4,31,1,1,1,1, , , , , ,1,16, , , , , , ,2016,222300,1,1,4,32,1,1,2,1, , , , , ,1,1, , , , , , ,2017,222300,1,1,4,33,1,1,2,1, , , , , ,1,17,3, , ,3, , ,2018,222300,1,1,4,34,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2019
22240002,222400,1,2,4,34,1,1,3,2, , , , , ,1,16,1,4, ,1,3, ,2016,222400,1,2,4,35,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2017,222400,1,2,4,36,1,1,2,2, , , , , ,1,16,3, , ,3, , ,2018,222400,1,2,4,37,1,1,1,1, , , , , ,1,2,4, , ,3, , ,2019
22240003,222400,1,2,2,11,2,0, , , , , , , ,2, , , , , , , ,2016,222400,1,2,2,12,1,0, , , , , , , ,1,2, , , , , , ,2017,222400,1,2,2,13,1,1,1,1, , , , , ,2, , , , , , , ,2018,222400,1,2,2,14,1,1,1,1, , , , , ,1,12, , , , , , ,2019
22250001,222500,1,1,6,56,1,0, , , , , , , ,2, , , , , , , ,2016,222500,1,1,6,57,1,1,1,1, , , , , ,2, , , , , , , ,2017,222500,1,1,6,58,1,1,1,1, , , , , ,2, , , , , , , ,2018,222500,1,1,6,59,1,1,1,1, , , , , ,2, , , , , , , ,2019
22250002,222500,1,2,6,55,1,1,1,1, , , , , ,2, , , , , , , ,2016,222500,1,2,6,56,1,1,2,1, , , , , ,1,16,3, , ,3, , ,2017,222500,1,2,6,57,1,1,1,1, , , , , ,2, , , , , , , ,2018,222500,1,2,6,58,1,1,1,1, , , , , ,2, , , , , , , ,2019
22250003,222500,1,1,3,21,1,1,1,1, , , ,2, ,1,1, , , , , , ,2016,222500,1,1,3,22,1,1,1,1, , , ,2, ,2, ,4, , ,3, , ,2017,222500,1,1,3,23,1,1,3,1, , , ,2, ,2, , , , , , , ,2018,222500,1,1,3,24,1,1,1,1, , ,3,2, ,2, , , , , , , ,2019
22260001,222600,1,1,7,66,1,1,2,1, , , , , ,1,16, , , , , , ,2016,222600,1,1,7,67,1,1,1,1, , , , , ,1,16, , , , , , ,2017,222600,1,1,7,68,1,1,1,1, , , , , ,1,17,3,2,1,3,4,1,2018,222600,1,1,7,69,1,1,1,1, , , , , ,1,12, , , , , , ,2019
22260002,222600,1,2,6,58,1,1,2,1, , , , , ,1,16, , , , , , ,2016,222600,1,2,6,59,1,1,1,1, , , , , ,1,12, , , , , , ,2017,222600,1,2,7,60,1,1,1,1, , , , , ,1,16,3,2,1,3,4,1,2018,222600,1,2,7,61,1,1,1,1, , , , , ,1,16,3,4, ,3,3, ,2019
22260003,222600,1,1,4,36,1,1,1,3, , , , , ,1,16, , , , , , ,2016,222600,1,1,4,37,1,1,1,3, , , , , ,1,12, , , , , , ,2017,222600,1,1,4,38,1,1,1,3, , , , , ,1,21, , , , , , ,2018,222600,1,1,4,39,1,1,1,1, , , , , ,1,2, , , , , , ,2019
22270001,222700,1,1,6,56,1,1,1,1, , , , , ,2, , , , , , , ,2016,222700,1,1,6,57,1,1,1,1, , , , , ,1,12, , , , , , ,2017,222700,1,1,6,58,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2018,222700,1,1,6,59,1,1,1,1, , , , , ,1,12,2, , ,3, , ,2019
22270002,222700,1,2,6,52,1,1,1,1, , , , , ,2, , , , , , , ,2016,222700,1,2,6,53,1,1,1,1, , , , , ,2, , , , , , , ,2017,222700,1,2,6,54,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018,222700,1,2,6,55,1,1,1,1, , , , , ,2, , , , , , , ,2019
22270003,222700,1,2,3,29,1,1,1,1, , , , , ,1,12, , , , , , ,2016,222700,1,2,4,30,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2017,222700,1,2,4,31,1,1,1,1, , , , , ,1,2, , , , , , ,2018,222700,1,2,4,32,1,1,2,6, , , , , ,2, ,3,3,2,3,2,3,2019
22280001,222800,1,1,7,62,1,1,2,2, , , , , ,2, , , , , , , ,2016,222800,1,1,7,63,1,1,2,1, , , , , ,2, , , , , , , ,2017,222800,1,1,7,64,1,1,1,1, , , , , ,2, , , , , , , ,2018,222800,1,1,7,65,1,1,2,1, , , , , ,2, , , , , , , ,2019
22280002,222800,1,2,6,58,1,1,2,1, , , , , ,2, , , , , , , ,2016,222800,1,2,6,59,1,1,1,1, , , , , ,1,12, , , , , , ,2017,222800,1,2,7,60,1,1,1,2, , , , , ,2, , , , , , , ,2018,222800,1,2,7,61,1,1,2,1, , , , , ,2, , , , , , , ,2019
22280004,222800,1,2,8,77,2,0, , , , , , , ,2, , , , , , , ,2016,222800,1,2,8,78,2,0, , , , , , , ,2, , , , , , , ,2017,222800,1,2,8,79,2,0, , , , , , , ,2, , , , , , , ,2018,222800,1,2,8,80,2, , , , , , , , ,2, , , , , , , ,2019
22290002,222900,1,2,6,55,1,1,3,2, , , , , ,2, ,3, , ,3, , ,2016,222900,1,2,6,56,1,1,1,1, , , , , ,1,16,3, , ,3, , ,2017,222900,1,2,6,57,1,1,2,1, , , , , ,2, , , , , , , ,2018,222900,1,2,6,58,1,1,2,1, , , , , ,2, , , , , , , ,2019
22290003,222900,1,2,2,19,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2016,222900,1,2,3,20,1,1,3,1, , , , , ,1,2,3, , ,3, , ,2017,222900,1,2,3,21,1,1,1,1, , ,1,2, ,1,15, , , , , , ,2018,222900,1,2,3,22,1,1,2,3, , , , , ,2, ,4, , ,3, , ,2019
22310001,223100,1,1,5,43,1,0, , , , , , , ,2, , , , , , , ,2016,223100,1,1,5,44,1,0, , , , , , , ,2, , , , , , , ,2017,223100,1,1,5,45,1,0, , , , , , , ,2, , , , , , , ,2018,223100,1,1,5,46,1,0, , , , , , , ,2, , , , , , , ,2019
22310002,223100,1,2,8,71,1,0, , , , , , , ,2, , , , , , , ,2016,223100,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2017,223100,1,2,8,73,1,1,3,1, , , , , ,2, , , , , , , ,2018,223100,1,2,8,74,1,0, , , , , , , ,2, , , , , , , ,2019
22330002,223300,1,2,4,39,1,1,1,1, , , , , ,1,2, , , , , , ,2016,223300,1,2,5,40,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2017,223300,1,2,5,41,1,1,2,2, , , , , ,1,16,3, , ,3, , ,2018,223300,1,2,5,42,1,1,1,3, , , , , ,2, ,4, , ,3, , ,2019
22330003,223300,1,1,2,11,2,0, , , , , , , ,2, , , , , , , ,2016,223300,1,1,2,12,2,0, , , , , , , ,2, , , , , , , ,2017,223300,1,1,2,13,1,0, , , , , , , ,2, , , , , , , ,2018,223300,1,1,2,14,1,0, , , , , , , ,2, , , , , , , ,2019
22330004,223300,1,2,1,9,2,0, , , , , , , ,2, , , , , , , ,2016,223300,1,2,2,10,2,0, , , , , , , ,2, , , , , , , ,2017,223300,1,2,2,11,1,0, , , , , , , ,2, , , , , , , ,2018,223300,1,2,2,12,2, , , , , , , , ,2, , , , , , , ,2019
22340002,223400,1,2,5,48,1,1,1,1, , ,2, , ,2, , , , , , , ,2016,223400,1,2,5,49,1,1,2,1, , , , , ,2, ,3,4,2,3,2,3,2017,223400,1,2,6,50,1,1,2,1, , , , , ,1,16,3, , ,3, , ,2018,223400,1,2,6,51,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2019
22340004,223400,1,2,3,20,1,1,2,1, , , ,2, ,2, , , , , , , ,2016,223400,1,2,3,21,1,1,2,3, , , , , ,1,2, , , , , , ,2017,223400,1,2,3,22,1,1,1,1, , , ,2, ,1,1,4,3, ,3,4, ,2018,223400,1,2,3,23,1,1,3,1, , , , , ,1,16,3, , ,3, , ,2019
22350001,223500,1,1,7,66,1,1,2,1, , , , , ,2, , , , , , , ,2016,223500,1,1,7,67,1,1,1,1, , , , , ,2, , , , , , , ,2017,223500,1,1,7,68,1,1,1,1, , , , , ,2, , , , , , , ,2018,223500,1,1,7,69,1,1,1,2, , , , , ,2, ,1,4, ,1,2, ,2019
22350002,223500,1,2,7,65,1,1,2,3, , , , , ,2, , , , , , , ,2016,223500,1,2,7,66,1,1,1,1, , , , , ,2, , , , , , , ,2017,223500,1,2,7,67,1,1,1,1, , , , , ,2, , , , , , , ,2018,223500,1,2,7,68,1,1,1,2, , , , , ,2, ,4, , ,3, , ,2019
22350003,223500,1,2,8,91,1,0, , , , , , , ,2, , , , , , , ,2016,223500,1,2,8,92,1,0, , , , , , , ,2, ,1, , ,1, , ,2017,223500,1,2,8,93,1,0, , , , , , , ,2, , , , , , , ,2018,223500,1,2,8,94,1,0, , , , , , , ,2, ,1, , ,1, , ,2019
22360002,223600,1,2,6,51,1,1,2,2, , , , , ,1,16,1, , ,1, , ,2016,223600,1,2,6,52,1,1,1,1, , , , , ,2, , , , , , , ,2017,223600,1,2,6,53,1,1,2,1, , , , , ,2, , , , , , , ,2018,223600,1,2,6,54,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2019
22360003,223600,1,1,3,21,1,1,2,1, , ,1,1, ,1,2,4, , ,3, , ,2016,223600,1,1,3,22,1,1,1,3, ,1,1,1, ,2, ,4, , ,3, , ,2017,223600,1,1,3,23,1,1,1,3, , , ,2, ,1,2,3,3, ,3,4, ,2018,223600,1,1,3,24,1,1,1,1, , ,2,1, ,2, ,4, , ,3, , ,2019
22360004,223600,1,2,2,19,1,1,3,4, , , , , ,2, ,4,3,1,3,4,1,2016,223600,1,2,3,20,1,1,3,2, , , , , ,2, ,3, , ,3, , ,2017,223600,1,2,3,21,1,1,3,3, , , ,2, ,1,2,3,3, ,3,4, ,2018,223600,1,2,3,22,1,1,1,1, , ,2,1, ,2, ,4, , ,2, , ,2019
22380002,223800,1,2,6,55,1,1,1,1, , , , , ,2, , , , , , , ,2016,223800,1,2,6,56,1,1,2,1, , , , , ,2, , , , , , , ,2017,223800,1,2,6,57,1,1,1,1, , , , , ,2, , , , , , , ,2018,223800,1,2,6,58,1,1,1,1, , , , , ,2, , , , , , , ,2019
22390001,223900,1,1,7,61,1,1,1,1, , , , , ,2, ,3, , ,2, , ,2016,223900,1,1,7,62,1,1,1,1, , , , , ,2, ,1,3, ,1,3, ,2017,223900,1,1,7,63,1,1,1,1, , , , , ,2, ,1,4, ,1,3, ,2018,223900,1,1,7,64,1,1,1,1, , , , , ,2, , , , , , , ,2019
22390002,223900,1,2,7,60,2,0, , , , , , , ,2, , , , , , , ,2016,223900,1,2,7,61,2,0, , , , , , , ,2, , , , , , , ,2017,223900,1,2,7,62,2,0, , , , , , , ,2, , , , , , , ,2018,223900,1,2,7,63,1,1,1,1, , , , , ,2, , , , , , , ,2019
22390004,223900,1,2,4,31,1,1,1,1, , , , , ,2, , , , , , , ,2016,223900,1,2,4,32,1,1,1,1, , , , , ,2, , , , , , , ,2017,223900,1,2,4,33,1,1,1,1, , , , , ,1,3,3, , ,3, , ,2018,223900,1,2,4,34,1,1,1,1, , , , , ,2, , , , , , , ,2019
22470001,224700,1,2,6,54,1,1,1,1, , , , , ,1,12, , , , , , ,2016,224700,1,2,6,55,1,1,1,1, , , , , ,1,12, , , , , , ,2017,224700,1,2,6,56,1,1,2,1, , , , , ,1,12, , , , , , ,2018,224700,1,2,6,57,1,1,2,1, , , , , ,2, , , , , , , ,2019
22470002,224700,1,1,3,26,1,1,1,1, , , , , ,1,2, , , , , , ,2016,224700,1,1,3,27,1,1,1,1, , , , , ,1,2, , , , , , ,2017,224700,1,1,3,28,1,1,2,1, , , , , ,2, , , , , , , ,2018,224700,1,1,3,29,1,1,1,1, , , ,1, ,1,15,3, , ,3, , ,2019
22470003,224700,1,1,8,81,1,0, , , , , , , ,2, ,1, , ,1, , ,2016,224700,1,1,8,82,1,0, , , , , , , ,2, , , , , , , ,2017,224700,1,1,8,83,1,0, , , , , , , ,2, , , , , , , ,2018,224700,1,1,8,84,1,0, , , , , , , ,2, , , , , , , ,2019
22470004,224700,1,2,8,82,1,0, , , , , , , ,2, , , , , , , ,2016,224700,1,2,8,83,1,0, , , , , , , ,2, , , , , , , ,2017,224700,1,2,8,84,1,0, , , , , , , ,2, , , , , , , ,2018,224700,1,2,8,85,1,0, , , , , , , ,2, , , , , , , ,2019
22480003,224800,1,1,4,32,1,1,1,1, , , , , ,1,2,4,3, ,4,3, ,2016,224800,1,1,4,33,1,1,1,1, , , , , ,1,2, , , , , , ,2017,224800,1,1,4,34,1,1,1,1, , , , , ,1,16, , , , , , ,2018,224800,1,1,4,35,1,1,1,1, , , , , ,1,3,3, , ,3, , ,2019
22490001,224900,1,1,8,73,1,0, , , , , , , ,2, , , , , , , ,2016,224900,1,1,8,74,1,0, , , , , , , ,2, , , , , , , ,2017,224900,1,1,8,75,1,0, , , , , , , ,2, , , , , , , ,2018,224900,1,1,8,76,1,0, , , , , , , ,2, , , , , , , ,2019
22490002,224900,1,2,7,69,1,0, , , , , , , ,2, , , , , , , ,2016,224900,1,2,8,70,1,0, , , , , , , ,2, , , , , , , ,2017,224900,1,2,8,71,1,0, , , , , , , ,2, , , , , , , ,2018,224900,1,2,8,72,1,1,2,1, , , , , ,2, , , , , , , ,2019
22510001,225100,1,2,8,71,1,0, , , , , , , ,2, , , , , , , ,2016,225100,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2017,225100,1,2,8,73,1,1,1,1, , , , , ,2, , , , , , , ,2018,225100,1,2,8,74,1,1,1,1, , , , , ,2, , , , , , , ,2019
22510002,225100,1,1,4,39,1,1,1,1, ,1, , ,1,1,2,3, , ,3, , ,2016,225100,1,1,5,40,1,1,1,1, , , , , ,1,17, , , , , , ,2017,225100,1,1,5,41,1,1,1,1, , , , , ,2, ,1,2, ,1,3, ,2018,225100,1,1,5,42,1,1,1,1, , , , , ,1,12, , , , , , ,2019
22510003,225100,1,2,4,35,1,1,1,1, ,1,1,1,1,1,16, , , , , , ,2016,225100,1,2,4,36,1,1,1,1, , , , , ,1,12, , , , , , ,2017,225100,1,2,4,37,1,1,1,1, , , , , ,1,12,1, , ,1, , ,2018,225100,1,2,4,38,1,1,1,1, , , , , ,2, , , , , , , ,2019
22530001,225300,1,1,5,46,1,1,3,3, , , , , ,2, , , , , , , ,2016,225300,1,1,5,47,1,1,3,1, , , , , ,1,12, , , , , , ,2017,225300,1,1,5,48,1,1,3,1, , , , , ,2, , , , , , , ,2018,225300,1,1,5,49,1,1,3,6, , , , , ,2, ,3, , ,3, , ,2019
22530002,225300,1,2,5,44,1,1,3,1, , , , , ,2, , , , , , , ,2016,225300,1,2,5,45,1,1,3,1, , , , , ,1,12, , , , , , ,2017,225300,1,2,5,46,1,1,3,1, , , , , ,2, , , , , , , ,2018,225300,1,2,5,47,1,1,3,6, , , , , ,2, ,3, , ,3, , ,2019
22530003,225300,1,2,2,19,1,1,3,2, , , , , ,1,1, , , , , , ,2016,225300,1,2,3,20,1,1,3,1, , , , , ,1,1, , , , , , ,2017,225300,1,2,3,21,1,1,3,3, , , , , ,2, , , , , , , ,2018,225300,1,2,3,22,1,1,3,3, , , , , ,2, ,3, , ,3, , ,2019
22530004,225300,1,1,2,16,1,1,3,1, , , , , ,2, , , , , , , ,2016,225300,1,1,2,17,1,1,3,1, , , , , ,1,1, , , , , , ,2017,225300,1,1,2,18,1,1,3,3, , , , , ,2, , , , , , , ,2018,225300,1,1,2,19,1,1,3,3, , , , , ,2, , , , , , , ,2019
22560001,225600,1,1,5,49,1,1,1,1, , , , , ,1,12, , , , , , ,2016,225600,1,1,6,50,1,1,2,2, , , , , ,2, , , , , , , ,2017,225600,1,1,6,51,1,1,2,1, , , , , ,2, , , , , , , ,2018,225600,1,1,6,52,1,1,2,1, , , , , ,2, ,4,4, ,3,2, ,2019
22560002,225600,1,2,5,47,1,1,1,1, , , , , ,1,12, , , , , , ,2016,225600,1,2,5,48,1,1,2,1, , , , , ,1,12, , , , , , ,2017,225600,1,2,5,49,1,1,2,1, , , , , ,1,2, , , , , , ,2018,225600,1,2,6,50,1,1,1,1, , , , , ,1,2, , , , , , ,2019
22560003,225600,1,1,3,20,1,1,1,1, , , , , ,1,15, , , , , , ,2016,225600,1,1,3,21,1,1,2,3, , , ,7, ,1,2, , , , , , ,2017,225600,1,1,3,22,1,1,2,3, , , , , ,1,2, , , , , , ,2018,225600,1,1,3,23,1,2,1,3, , ,5,5, ,1,15, , , , , , ,2019
22560004,225600,1,2,2,17,1,1,1,1, , , , , ,1,2, , , , , , ,2016,225600,1,2,2,18,1,1,2,3, , , ,3, ,1,2, , , , , , ,2017,225600,1,2,2,19,1,1,4,3, , , ,3, ,1,2, , , , , , ,2018,225600,1,2,3,20,1,1,1,3, , ,1,3, ,1,23, , , , , , ,2019
22570001,225700,1,1,7,63,1,1,3,1, , , , , ,2, , , , , , , ,2016,225700,1,1,7,64,1,1,3,1, , , , , ,2, , , , , , , ,2017,225700,1,1,7,65,1,1,1,1, , , , , ,2, , , , , , , ,2018,225700,1,1,7,66,1,1,1,1, , , , , ,2, , , , , , , ,2019
22570002,225700,1,2,7,61,1,1,2,1, , , , , ,2, , , , , , , ,2016,225700,1,2,7,62,1,1,1,1, , , , , ,2, , , , , , , ,2017,225700,1,2,7,63,1,1,1,1, , ,2,2, ,1,12,4, , ,3, , ,2018,225700,1,2,7,64,1,1,2,1, , , , , ,2, , , , , , , ,2019
22570005,225700,1,1,3,25,1,1,2,1, , ,2, , ,2, , , , , , , ,2016,225700,1,1,3,26,1,1,2,1, , ,2, , ,2, , , , , , , ,2017,225700,1,1,3,27,1,1,2,3, , ,2, , ,2, , , , , , , ,2018,225700,1,1,3,28,1,1,2,3, , ,2, , ,2, , , , , , , ,2019
22590001,225900,1,1,5,44,1,1,1,2, , , , , ,1,16,3,2,1,3,3,1,2016,225900,1,1,5,45,1,1,1,2, , , , , ,1,16, , , , , , ,2017,225900,1,1,5,46,1,1,1,1, , , , , ,1,16,3,4,2,3,4,3,2018,225900,1,1,5,47,1,1,1,1, , , , , ,1,16,3,4, ,3,3, ,2019
22590002,225900,1,2,5,42,1,1,1,2, , , , , ,1,12,3,2, ,3,3, ,2016,225900,1,2,5,43,1,1,1,2, , , , , ,1,12, , , , , , ,2017,225900,1,2,5,44,1,1,1,1, , , , , ,1,16,3,4,2,3,4,2,2018,225900,1,2,5,45,1,1,1,1, , , , , ,1,12,3,2, ,3,3, ,2019
22590003,225900,1,1,2,11,1,1,3,2, , , , , ,2, , , , , , , ,2016,225900,1,1,2,12,1,0, , , , , , , ,2, , , , , , , ,2017,225900,1,1,2,13,1,1,1,1, , , , , ,2, ,2,3, ,3,4, ,2018,225900,1,1,2,14,1,1,1,1, , , , , ,1,23, , , , , , ,2019
22590004,225900,1,2,1,9,1,1,3,2, , , , , ,2, , , , , , , ,2016,225900,1,2,2,10,1,0, , , , , , , ,2, , , , , , , ,2017,225900,1,2,2,11,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018,225900,1,2,2,12,1,1,1,1, , , , , ,1,12, , , , , , ,2019
22600001,226000,1,1,8,79,1,0, , , , , , , ,2, , , , , , , ,2016,226000,1,1,8,80,1,0, , , , , , , ,2, , , , , , , ,2017,226000,1,1,8,81,1,0, , , , , , , ,2, , , , , , , ,2018,226000,1,1,8,82,1,0, , , , , , , ,2, , , , , , , ,2019
22630002,226300,1,2,7,66,1,0, , , , , , , ,2, , , , , , , ,2016,226300,1,2,7,67,1,0, , , , , , , ,2, , , , , , , ,2017,226300,1,2,7,68,1,0, , , , , , , ,2, , , , , , , ,2018,226300,1,2,7,69,1,0, , , , , , , ,2, , , , , , , ,2019
22640001,226400,2,1,5,47,1,1,3,1, , , , , ,2, , , , , , , ,2016,226400,1,1,5,48,1,1,3,1, , , , , ,1,2,1,2, ,1,3, ,2017,226400,1,1,5,49,1,1,1,1, , , ,2, ,1,16, , , , , , ,2018,226400,1,1,6,50,1,1,3,1, , , , , ,1,15,2,3, ,3,3, ,2019
22640003,226400,2,2,2,16,1,1,3,1, , , , , ,1,12,2, , ,4, , ,2016,226400,1,2,2,17,1,1,3,1, , , , , ,1,16, , , , , , ,2017,226400,1,2,2,18,1,1,2,1, , ,2,2,1,1,2,3, , ,3, , ,2018,226400,1,2,2,19,1,1,3,1, , , , , ,1,2, , , , , , ,2019
22640004,226400,2,1,2,11,1,1,3,2, , , ,1,1,1,2, , , , , , ,2016,226400,1,1,2,12,1,1,3,1,1,1, ,1,1,1,12, , , , , , ,2017,226400,1,1,2,13,1,1,1,1, , , , , ,1,2, , , , , , ,2018,226400,1,1,2,14,1,1,3,1, , , , , ,1,16,3,3, ,2,3, ,2019
22650004,226500,2,2,4,30,1,1,2,1, , , , , ,2, , , , , , , ,2016,226500,1,2,4,31,1,1,2,2, , , , , ,2, , , , , , , ,2017,226500,1,2,4,32,1,1,1,1, , , , , ,2, ,3,2, ,3,3, ,2018,226500,1,2,4,33,1,1,2,1, , , , , ,1,15,3, , ,3, , ,2019
22660001,226600,2,1,6,55,1,1,2,1, , , , ,1,1,12,1, , ,1, , ,2016,226600,1,1,6,56,1,1,2,3, , , , , ,1,2,1,2, ,1,3, ,2017,226600,1,1,6,57,1,1,1,1, , , ,3, ,1,16,4, , ,3, , ,2018,226600,1,1,6,58,1,1,1,6, , , , , ,1,2,3,2, ,3,3, ,2019
22660003,226600,2,2,3,23,1,1,2,1, , ,1,1,1,1,2,1, , ,1, , ,2016,226600,1,2,3,24,1,1,2,3, , , , , ,1,1,2, , ,3, , ,2017,226600,1,2,3,25,1,1,1,1, ,2,1,2,2,1,2,3,2, ,3,3, ,2018,226600,1,2,3,26,1,1,2,6, , , , , ,1,12,2,2, ,3,2, ,2019
22670001,226700,2,1,4,38,1,1,2,1, , , , , ,2, , , , , , , ,2016,226700,1,1,4,39,1,1,2,1, , , , , ,1,1,3,2, ,3,3, ,2017,226700,1,1,5,40,1,1,3,2, , , , , ,1,1, , , , , , ,2018,226700,1,1,5,41,1,1,2,1, , , , , ,1,2,3,2, ,2,2, ,2019
22680002,226800,2,2,5,44,1,1,1,1, , , , , ,1,12,1, , ,1, , ,2016,226800,1,2,5,45,1,1,1,1, , , , , ,1,12, , , , , , ,2017,226800,1,2,5,46,1,1,3,1, , , ,1, ,1,1,3, , ,3, , ,2018,226800,1,2,5,47,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2019
22680003,226800,2,1,2,17,1,1,1,1, , , , , ,2, , , , , , , ,2016,226800,1,1,2,18,1,1,1,1, , , , , ,1,1,2, , ,3, , ,2017,226800,1,1,2,19,1,1,1,1,1, ,2,3,2,1,2,3,2, ,3,3, ,2018,226800,1,1,3,20,1,1,1,1, , , ,1, ,1,2,2,3, ,3,2, ,2019
22680004,226800,2,2,2,17,1,1,1,1, , , , , ,1,1,3, , ,4, , ,2016,226800,1,2,2,18,1,1,1,3, , , , , ,1,12,2, , ,3, , ,2017,226800,1,2,2,19,1,1,3,3,1,1,1,2,1,1,2,3,2, ,3,3, ,2018,226800,1,2,3,20,1,1,1,1, , , ,1, ,1,2,3,3,2,3,2,2,2019
22680005,226800,2,1,2,13,1,1,1,1, , , ,1,1,1,2, , , , , , ,2016,226800,1,1,2,14,1,1,1,1, , , , , ,1,12, , , , , , ,2017,226800,1,1,2,15,1,1,3,1,1,1,1,1, ,1,12,3, , ,3, , ,2018,226800,1,1,2,16,1,1,1,1, , , , , ,1,12,3,3, ,2,3, ,2019
22690001,226900,2,1,6,55,1,1,1,3, ,2,1,1, ,1,2,4,1, ,3,1, ,2016,226900,1,1,6,56,1,1,3,2, , , , , ,1,12,2, , ,2, , ,2017,226900,1,1,6,57,1,1,2,1, , , ,2, ,1,16, , , , , , ,2018,226900,1,1,6,58,1,1,1,1, , , , , ,1,2,2,3, ,3,3, ,2019
22690003,226900,2,1,3,20,1,1,3,1, , , , , ,1,1, , , , , , ,2016,226900,1,1,3,21,1,1,1,1, , , , , ,1,1, , , , , , ,2017,226900,1,1,3,22,1,1,2,1, ,1, , , ,2, ,3,2, ,3,3, ,2018,226900,1,1,3,23,1,1,1,1, , , , , ,1,12,2,2, ,3,2, ,2019
22730001,227300,1,1,7,68,1,0, , , , , , , ,2, , , , , , , ,2016,227300,1,1,7,69,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2017,227300,1,1,8,70,1,1,1,1, , , , , ,2, , , , , , , ,2018,227300,1,1,8,71,1,1,3,2, , , , , ,2, ,4, , ,3, , ,2019
22740001,227400,1,1,5,42,1,1,3,1, , , , , ,2, ,4,2, ,4,2, ,2016,227400,1,1,5,43,1,1,3,1, , , , , ,2, , , , , , , ,2017,227400,1,1,5,44,1,1,1,1, , , , , ,2, ,4,2, ,3,3, ,2018,227400,1,1,5,45,1,1,1,1, , , , , ,2, , , , , , , ,2019
